orphanet	do
Orphanet:791	DOID:0110422
Orphanet:791	DOID:0110367
Orphanet:791	DOID:0110380
Orphanet:791	DOID:0110389
Orphanet:791	DOID:0110403
Orphanet:791	DOID:0110387
Orphanet:791	DOID:0110409
Orphanet:791	DOID:0110354
Orphanet:791	DOID:0110385
Orphanet:2189	DOID:0050779
Orphanet:166282	DOID:13884
Orphanet:171695	DOID:0060372
Orphanet:1635	DOID:701
Orphanet:1787	DOID:0060385
Orphanet:268114	DOID:0110117
Orphanet:1600	DOID:0060407
Orphanet:261265	DOID:0060404
Orphanet:1162	DOID:0050432
Orphanet:96148	DOID:0060390
Orphanet:98970	DOID:0060448
Orphanet:369867	DOID:0110198
Orphanet:99943	DOID:0110157
Orphanet:90025	DOID:11193
Orphanet:293621	DOID:0060446
Orphanet:98960	DOID:0060455
Orphanet:254913	DOID:0050768
Orphanet:254913	DOID:0060333
Orphanet:254913	DOID:0060332
Orphanet:97685	DOID:0060403
Orphanet:424261	DOID:0110289
Orphanet:93114	DOID:0110205
Orphanet:450	DOID:0050545
Orphanet:90322	DOID:2962
Orphanet:388	DOID:10487
Orphanet:90625	DOID:0050566
Orphanet:251038	DOID:0060459
Orphanet:34516	DOID:0110305
Orphanet:1031	DOID:0110066
Orphanet:98980	DOID:0060217
Orphanet:3403	DOID:0110070
Orphanet:447964	DOID:0110178
Orphanet:254334	DOID:0110204
Orphanet:920	DOID:0060550
Orphanet:2524	DOID:0060268
Orphanet:2524	DOID:0060267
Orphanet:2524	DOID:0060269
Orphanet:2524	DOID:0060270
Orphanet:275555	DOID:10591
Orphanet:329258	DOID:0110170
Orphanet:1587	DOID:0060391
Orphanet:98984	DOID:0110248
Orphanet:2073	DOID:8986
Orphanet:2849	DOID:0060476
Orphanet:3265	DOID:0060467
Orphanet:53691	DOID:0060287
Orphanet:2755	DOID:0060378
Orphanet:154	DOID:0110448
Orphanet:154	DOID:0110457
Orphanet:154	DOID:0110437
Orphanet:154	DOID:0110435
Orphanet:154	DOID:0110460
Orphanet:154	DOID:0110429
Orphanet:154	DOID:0110430
Orphanet:154	DOID:0110454
Orphanet:154	DOID:0110445
Orphanet:154	DOID:0110438
Orphanet:154	DOID:0110455
Orphanet:154	DOID:0110434
Orphanet:154	DOID:0110428
Orphanet:154	DOID:0110444
Orphanet:154	DOID:0110452
Orphanet:154	DOID:0110431
Orphanet:154	DOID:0110449
Orphanet:154	DOID:0110433
Orphanet:154	DOID:0110423
Orphanet:154	DOID:0110432
Orphanet:154	DOID:0110461
Orphanet:154	DOID:0110450
Orphanet:154	DOID:0110451
Orphanet:154	DOID:0110426
Orphanet:154	DOID:0110439
Orphanet:154	DOID:0110453
Orphanet:154	DOID:0110441
Orphanet:154	DOID:0110458
Orphanet:154	DOID:0110459
Orphanet:154	DOID:0110443
Orphanet:154	DOID:0110446
Orphanet:154	DOID:0110427
Orphanet:154	DOID:0110436
Orphanet:154	DOID:0110442
Orphanet:154	DOID:0110456
Orphanet:154	DOID:0110424
Orphanet:154	DOID:0110447
Orphanet:85458	DOID:9246
Orphanet:93402	DOID:11193
Orphanet:1788	DOID:0060383
Orphanet:69665	DOID:1852
Orphanet:2014	DOID:0110213
Orphanet:64746	DOID:0050539
Orphanet:731	DOID:898
Orphanet:289902	DOID:0060336
Orphanet:92	DOID:676
Orphanet:862	DOID:4890
Orphanet:862	DOID:4990
Orphanet:93406	DOID:11193
Orphanet:1486	DOID:0060559
Orphanet:2756	DOID:0060380
Orphanet:418	DOID:0050811
Orphanet:100043	DOID:0110202
Orphanet:93274	DOID:13481
Orphanet:399086	DOID:11720
Orphanet:64749	DOID:0050541
Orphanet:2238	DOID:11199
Orphanet:284160	DOID:0060425
Orphanet:250989	DOID:0060411
Orphanet:98973	DOID:0060457
Orphanet:164736	DOID:0050628
Orphanet:101068	DOID:0060445
Orphanet:97360	DOID:0060254
Orphanet:98634	DOID:0050786
Orphanet:166073	DOID:0060275
Orphanet:261349	DOID:0060415
Orphanet:217622	DOID:0110440
Orphanet:156071	DOID:10126
Orphanet:2752	DOID:0060373
Orphanet:216812	DOID:0110336
Orphanet:216812	DOID:0110351
Orphanet:216812	DOID:0110349
Orphanet:216812	DOID:0110345
Orphanet:216812	DOID:0110347
Orphanet:216812	DOID:0110339
Orphanet:216812	DOID:0110346
Orphanet:216812	DOID:0110350
Orphanet:216812	DOID:0110337
Orphanet:216812	DOID:0110342
Orphanet:1830	DOID:0060490
Orphanet:261120	DOID:0060392
Orphanet:79430	DOID:3753
Orphanet:370079	DOID:0060430
Orphanet:79344	DOID:0060293
Orphanet:243761	DOID:10825
Orphanet:86812	DOID:0110297
Orphanet:374	DOID:2907
Orphanet:251	DOID:12721
Orphanet:49382	DOID:13911
Orphanet:295195	DOID:0060242
Orphanet:75249	DOID:397
Orphanet:73247	DOID:13922
Orphanet:3440	DOID:9258
Orphanet:268	DOID:0110276
Orphanet:1596	DOID:0060397
Orphanet:91387	DOID:14004
Orphanet:3467	DOID:0060236
Orphanet:90636	DOID:0110528
Orphanet:90636	DOID:0110474
Orphanet:90636	DOID:0110480
Orphanet:90636	DOID:0110477
Orphanet:90636	DOID:0110510
Orphanet:90636	DOID:0110535
Orphanet:90636	DOID:0110469
Orphanet:90636	DOID:0110534
Orphanet:90636	DOID:0110485
Orphanet:90636	DOID:0110499
Orphanet:90636	DOID:0110479
Orphanet:90636	DOID:0110506
Orphanet:90636	DOID:0110490
Orphanet:90636	DOID:0110470
Orphanet:90636	DOID:0110539
Orphanet:90636	DOID:0110464
Orphanet:90636	DOID:0110462
Orphanet:90636	DOID:0110538
Orphanet:90636	DOID:0110533
Orphanet:90636	DOID:0110522
Orphanet:90636	DOID:0110540
Orphanet:90636	DOID:0110525
Orphanet:90636	DOID:0110487
Orphanet:90636	DOID:0110486
Orphanet:90636	DOID:0110472
Orphanet:90636	DOID:0110532
Orphanet:90636	DOID:0110468
Orphanet:90636	DOID:0110473
Orphanet:90636	DOID:0110505
Orphanet:90636	DOID:0110492
Orphanet:90636	DOID:0110500
Orphanet:90636	DOID:0110521
Orphanet:90636	DOID:0110476
Orphanet:90636	DOID:0110501
Orphanet:90636	DOID:0110509
Orphanet:90636	DOID:0110463
Orphanet:90636	DOID:0110513
Orphanet:90636	DOID:0110478
Orphanet:90636	DOID:0110497
Orphanet:90636	DOID:0110475
Orphanet:90636	DOID:0110527
Orphanet:90636	DOID:0110488
Orphanet:90636	DOID:0110465
Orphanet:90636	DOID:0110503
Orphanet:90636	DOID:0110493
Orphanet:90636	DOID:0110491
Orphanet:90636	DOID:0110504
Orphanet:90636	DOID:0110498
Orphanet:90636	DOID:0110526
Orphanet:90636	DOID:0110481
Orphanet:90636	DOID:0110530
Orphanet:90636	DOID:0110495
Orphanet:90636	DOID:0110467
Orphanet:90636	DOID:0110529
Orphanet:90636	DOID:0110531
Orphanet:90636	DOID:0110524
Orphanet:90636	DOID:0110511
Orphanet:90636	DOID:0110494
Orphanet:90636	DOID:0110512
Orphanet:90636	DOID:0110516
Orphanet:90636	DOID:0110484
Orphanet:90636	DOID:0110489
Orphanet:90636	DOID:0110536
Orphanet:90636	DOID:0110482
Orphanet:90636	DOID:0110520
Orphanet:90636	DOID:0110518
Orphanet:90636	DOID:0110537
Orphanet:90636	DOID:0110517
Orphanet:90636	DOID:0110519
Orphanet:90636	DOID:0110466
Orphanet:90636	DOID:0110508
Orphanet:90636	DOID:0110515
Orphanet:90636	DOID:0110471
Orphanet:90636	DOID:0110496
Orphanet:90636	DOID:0110502
Orphanet:90636	DOID:0110514
Orphanet:90636	DOID:0110523
Orphanet:90636	DOID:0110507
Orphanet:90636	DOID:0110483
Orphanet:475	DOID:0050777
Orphanet:300751	DOID:0110425
Orphanet:35173	DOID:0060292
Orphanet:79243	DOID:3649
Orphanet:1727	DOID:0060436
Orphanet:511	DOID:9269
Orphanet:71	DOID:0060357
Orphanet:99879	DOID:13543
Orphanet:182067	DOID:3070
Orphanet:1478	DOID:1882
Orphanet:99952	DOID:0110193
Orphanet:138	DOID:0050834
Orphanet:1786	DOID:0060384
