orphanet	do
Orphanet:30	DOID:0050833
Orphanet:101109	DOID:0050977
Orphanet:98756	DOID:0050955
Orphanet:98824	DOID:8747
Orphanet:2755	DOID:0060378
Orphanet:575	DOID:0050854
Orphanet:131	DOID:11512
Orphanet:449	DOID:687
Orphanet:140997	DOID:4501
Orphanet:86902	DOID:6262
Orphanet:707	DOID:3482
Orphanet:545	DOID:0050873
Orphanet:137817	DOID:12156
Orphanet:29207	DOID:6196
Orphanet:744	DOID:13482
Orphanet:400	DOID:1495
Orphanet:929	DOID:0050796
Orphanet:90290	DOID:0060218
Orphanet:75563	DOID:0060063
Orphanet:93282	DOID:0050812
Orphanet:1070	DOID:7033
Orphanet:1587	DOID:0060391
Orphanet:251643	DOID:5075
Orphanet:221109	DOID:13865
Orphanet:2315	DOID:14694
Orphanet:98293	DOID:8567
Orphanet:137776	DOID:0060560
Orphanet:247834	DOID:0050578
Orphanet:770	DOID:11260
Orphanet:2756	DOID:0060380
Orphanet:531	DOID:0060469
Orphanet:183487	DOID:4159
Orphanet:95429	DOID:4028
Orphanet:2733	DOID:0060288
Orphanet:199	DOID:11725
Orphanet:163634	DOID:0060221
Orphanet:2897	DOID:9212
Orphanet:251931	DOID:6458
Orphanet:251576	DOID:3071
Orphanet:263440	DOID:0050765
Orphanet:370396	DOID:6179
Orphanet:538	DOID:3319
Orphanet:252054	DOID:5241
Orphanet:261183	DOID:0060393
Orphanet:66631	DOID:0060337
Orphanet:606	DOID:0050759
Orphanet:156071	DOID:10126
Orphanet:760	DOID:5813
Orphanet:251579	DOID:3074
Orphanet:141083	DOID:9939
Orphanet:213620	DOID:5165
Orphanet:485	DOID:0080045
Orphanet:2228	DOID:6678
Orphanet:167	DOID:2935
Orphanet:280892	DOID:12574
Orphanet:178029	DOID:12388
Orphanet:587	DOID:0050465
Orphanet:238557	DOID:0060474
Orphanet:79078	DOID:12900
Orphanet:52759	DOID:865
Orphanet:423994	DOID:5519
