orphanet	do
Orphanet:801	DOID:419
Orphanet:79354	DOID:1697
Orphanet:2195	DOID:0060650
Orphanet:526	DOID:0050477
Orphanet:199276	DOID:3315
Orphanet:261120	DOID:0060392
Orphanet:215	DOID:0050534
Orphanet:99828	DOID:12205
Orphanet:35	DOID:14701
Orphanet:2806	DOID:8970
Orphanet:263413	DOID:0001816
Orphanet:352	DOID:9870
Orphanet:205	DOID:3803
Orphanet:381	DOID:0060831
Orphanet:580	DOID:12799
Orphanet:98938	DOID:2755
Orphanet:101092	DOID:0060759
Orphanet:79098	DOID:12029
Orphanet:69723	DOID:0050727
Orphanet:98771	DOID:0050969
Orphanet:366	DOID:2748
Orphanet:2733	DOID:0060288
Orphanet:35807	DOID:2156
Orphanet:1267	DOID:11976
Orphanet:454718	DOID:11549
Orphanet:385	DOID:0110734
Orphanet:29073	DOID:9538
Orphanet:643	DOID:0090068
Orphanet:37612	DOID:0050989
Orphanet:363976	DOID:4305
Orphanet:157215	DOID:0050947
Orphanet:3385	DOID:10112
Orphanet:91364	DOID:2801
Orphanet:67042	DOID:0060869
Orphanet:99812	DOID:0060021
Orphanet:34514	DOID:0110281
Orphanet:83594	DOID:10841
Orphanet:140450	DOID:2477
Orphanet:157962	DOID:0060482
Orphanet:86864	DOID:0060125
Orphanet:85	DOID:1338
Orphanet:729	DOID:8997
Orphanet:137776	DOID:0060560
Orphanet:511	DOID:9269
Orphanet:216812	DOID:0110339
Orphanet:2930	DOID:6225
Orphanet:126	DOID:14778
Orphanet:41	DOID:0060257
Orphanet:171871	DOID:0060855
Orphanet:2140	DOID:3827
Orphanet:28378	DOID:0050725
Orphanet:800	DOID:0090005
Orphanet:60	DOID:13372
Orphanet:2268	DOID:0090007
Orphanet:739	DOID:11983
Orphanet:79242	DOID:859
Orphanet:2133	DOID:5379
Orphanet:590	DOID:3635
Orphanet:183	DOID:3049
Orphanet:415286	DOID:2382
Orphanet:435988	DOID:0060339
Orphanet:93357	DOID:5684
Orphanet:90695	DOID:9410
Orphanet:209970	DOID:0050995
Orphanet:528	DOID:0050585
Orphanet:171629	DOID:0110786
Orphanet:98959	DOID:0060454
Orphanet:454836	DOID:4492
Orphanet:247709	DOID:10016
Orphanet:548	DOID:1024
Orphanet:2315	DOID:14694
Orphanet:99922	DOID:11656
Orphanet:2940	DOID:0060263
Orphanet:79478	DOID:0060834
Orphanet:252212	DOID:6707
Orphanet:98765	DOID:0050957
Orphanet:90280	DOID:0060386
Orphanet:251582	DOID:6128
Orphanet:83483	DOID:0050118
Orphanet:68354	DOID:535
Orphanet:1515	DOID:0050577
Orphanet:101010	DOID:0110781
Orphanet:51188	DOID:0060640
Orphanet:71211	DOID:8869
Orphanet:183527	DOID:184
Orphanet:101004	DOID:0110775
Orphanet:101089	DOID:0060758
Orphanet:369920	DOID:0060278
Orphanet:163937	DOID:0060807
Orphanet:101078	DOID:0110212
Orphanet:88661	DOID:2187
Orphanet:64739	DOID:5425
Orphanet:34517	DOID:0110305
Orphanet:760	DOID:5813
Orphanet:304055	DOID:1785
Orphanet:576	DOID:0080070
Orphanet:199332	DOID:0060641
Orphanet:294060	DOID:0080110
Orphanet:99757	DOID:3246
Orphanet:178478	DOID:0050354
Orphanet:85450	DOID:0050636
Orphanet:329466	DOID:0090055
Orphanet:79408	DOID:0060642
Orphanet:2932	DOID:5213
Orphanet:610	DOID:0050663
Orphanet:99948	DOID:0110185
Orphanet:1517	DOID:0060569
Orphanet:39041	DOID:0060010
Orphanet:1896	DOID:0060782
Orphanet:284804	DOID:0050633
Orphanet:228340	DOID:0110730
Orphanet:34587	DOID:0050437
Orphanet:83311	DOID:0050052
Orphanet:49382	DOID:13911
Orphanet:379	DOID:3265
Orphanet:50	DOID:8461
Orphanet:56	DOID:9270
Orphanet:309152	DOID:3321
Orphanet:93296	DOID:0080056
Orphanet:98980	DOID:0060217
Orphanet:1425	DOID:0060462
Orphanet:34533	DOID:2566
Orphanet:845	DOID:3320
Orphanet:79225	DOID:1927
Orphanet:101972	DOID:628
Orphanet:100989	DOID:0110823
Orphanet:79153	DOID:0080079
Orphanet:23	DOID:14755
Orphanet:2614	DOID:9467
Orphanet:424261	DOID:0110289
Orphanet:280886	DOID:1407
Orphanet:101109	DOID:0050977
Orphanet:455	DOID:0060877
Orphanet:2968	DOID:6612
Orphanet:72	DOID:1932
Orphanet:168782	DOID:13487
Orphanet:99867	DOID:3275
Orphanet:108	DOID:9643
Orphanet:102369	DOID:0050888
Orphanet:83461	DOID:11367
Orphanet:75563	DOID:0060063
Orphanet:357154	DOID:5773
Orphanet:47	DOID:14179
Orphanet:1229	DOID:0050656
Orphanet:842	DOID:5842
Orphanet:171607	DOID:0110785
Orphanet:86872	DOID:0050751
Orphanet:98428	DOID:2834
Orphanet:252183	DOID:962
Orphanet:325	DOID:2235
Orphanet:183595	DOID:263
Orphanet:91355	DOID:9476
Orphanet:363417	DOID:0050814
Orphanet:765	DOID:3649
Orphanet:355	DOID:1926
Orphanet:98971	DOID:0060452
Orphanet:404560	DOID:10041
Orphanet:319322	DOID:4472
Orphanet:101102	DOID:0110166
Orphanet:881	DOID:3491
Orphanet:390	DOID:1731
Orphanet:320	DOID:4367
Orphanet:668	DOID:3347
Orphanet:137817	DOID:12156
Orphanet:320396	DOID:0110797
Orphanet:79237	DOID:14695
Orphanet:242	DOID:14448
Orphanet:99756	DOID:4051
Orphanet:79139	DOID:10844
Orphanet:2510	DOID:0060237
Orphanet:100984	DOID:0110791
Orphanet:79201	DOID:2747
Orphanet:99951	DOID:0110195
Orphanet:190	DOID:7765
Orphanet:101000	DOID:0050886
Orphanet:309796	DOID:0110852
Orphanet:209951	DOID:0110771
Orphanet:85128	DOID:0050683
Orphanet:2884	DOID:3263
Orphanet:276152	DOID:0080137
Orphanet:324410	DOID:0060828
Orphanet:86879	DOID:9072
Orphanet:79140	DOID:3965
Orphanet:95	DOID:12705
Orphanet:2203	DOID:9274
Orphanet:264688	DOID:0060646
Orphanet:119	DOID:0110279
Orphanet:177	DOID:2580
Orphanet:1159	DOID:0090004
