disease_keggId	drug_keggId
ds:H00193	dr:D00584
ds:H01663	dr:D00742
ds:H01652	dr:D01364
ds:H00082	dr:D02745
ds:H00153	dr:D00893
ds:H01613	dr:D02994
ds:H00055	dr:D01363
ds:H01474	dr:D05014
ds:H01618	dr:D00780
ds:H01457	dr:D05697
ds:H01591	dr:D06402
ds:H01658	dr:D00752
ds:H00308	dr:D02505
ds:H01293	dr:D02074
ds:H01638	dr:D00809
ds:H00849	dr:D02982
ds:H01227	dr:D06886
ds:H01360	dr:D00526
ds:H00630	dr:D02596
ds:H01227	dr:D00377
ds:H01682	dr:D00331
ds:H00018	dr:D01790
ds:H00079	dr:D08387
ds:H01480	dr:D01738
ds:H00081	dr:D02745
ds:H01586	dr:D00184
ds:H00079	dr:D08229
ds:H00396	dr:D05089
ds:H01357	dr:D03696
ds:H00024	dr:D00586
ds:H00302	dr:D00344
ds:H00626	dr:D00801
ds:H00409	dr:D00336
ds:H01808	dr:D00506
ds:H01425	dr:D02784
ds:H01655	dr:D00287
ds:H01152	dr:D01796
ds:H01818	dr:D00293
ds:H00082	dr:D00745
ds:H01602	dr:D00318
ds:H00175	dr:D02176
ds:H00040	dr:D00275
ds:H00363	dr:D00351
ds:H00032	dr:D05380
ds:H01601	dr:D07760
ds:H00770	dr:D02147
ds:H01669	dr:D06642
ds:H01602	dr:D00724
ds:H01644	dr:D01689
ds:H00288	dr:D02598
ds:H00896	dr:D00753
ds:H00275	dr:D03634
ds:H00035	dr:D00343
ds:H01360	dr:D00364
ds:H01719	dr:D00947
ds:H01659	dr:D00348
ds:H01625	dr:D00180
ds:H00310	dr:D00590
ds:H00017	dr:D01363
ds:H01597	dr:D00559
ds:H01557	dr:D01363
ds:H01630	dr:D00126
ds:H01644	dr:D00063
ds:H01697	dr:D00109
ds:H01729	dr:D00045
ds:H00345	dr:D00285
ds:H00011	dr:D02994
ds:H00178	dr:D00241
ds:H01466	dr:D02597
ds:H00228	dr:D07416
ds:H00052	dr:D01459
ds:H00429	dr:D04931
ds:H00082	dr:D04553
ds:H01696	dr:D01995
ds:H01502	dr:D04424
ds:H01043	dr:D00804
ds:H00821	dr:D05386
ds:H00395	dr:D06512
ds:H01659	dr:D00238
ds:H01718	dr:D08783
ds:H00240	dr:D01115
ds:H01672	dr:D02597
ds:H01633	dr:D03752
ds:H01895	dr:D00606
ds:H00084	dr:D03639
ds:H01468	dr:D04923
ds:H00218	dr:D00734
ds:H00745	dr:D00518
ds:H01669	dr:D01662
ds:H01606	dr:D00244
ds:H01646	dr:D01179
ds:H01381	dr:D00564
ds:H01611	dr:D00456
ds:H01612	dr:D00341
ds:H00308	dr:D00285
ds:H00128	dr:D04670
ds:H01463	dr:D03106
ds:H01635	dr:D01300
ds:H01862	dr:D00129
ds:H00937	dr:D01831
ds:H01240	dr:D00285
ds:H00409	dr:D00944
ds:H00396	dr:D06486
ds:H01596	dr:D10689
ds:H00080	dr:D00496
ds:H01438	dr:D06409
ds:H01827	dr:D00709
ds:H01634	dr:D00720
ds:H01729	dr:D00298
ds:H00772	dr:D00252
ds:H00626	dr:D07286
ds:H00394	dr:D06806
ds:H01582	dr:D00036
ds:H00013	dr:D01363
ds:H01478	dr:D00354
ds:H01653	dr:D02248
ds:H01618	dr:D06495
ds:H00215	dr:D00518
ds:H01823	dr:D00538
ds:H01584	dr:D00244
ds:H01640	dr:D08241
ds:H01563	dr:D07507
ds:H01620	dr:D00244
ds:H01398	dr:D10205
ds:H01813	dr:D05775
ds:H00039	dr:D00275
ds:H01649	dr:D02163
ds:H01681	dr:D01670
ds:H00043	dr:D00275
ds:H00082	dr:D00562
ds:H00421	dr:D04499
ds:H00285	dr:D02598
ds:H01892	dr:D00287
ds:H01903	dr:D01622
ds:H00361	dr:D02482
ds:H00058	dr:D00775
ds:H00308	dr:D00344
ds:H00036	dr:D00343
ds:H01169	dr:D06311
ds:H01509	dr:D01363
ds:H00021	dr:D00748
ds:H01842	dr:D00407
ds:H00421	dr:D04670
ds:H01616	dr:D01925
ds:H01633	dr:D00383
ds:H00373	dr:D05295
ds:H01077	dr:D00230
ds:H00366	dr:D00317
ds:H01664	dr:D00815
ds:H01227	dr:D02597
ds:H01632	dr:D00516
ds:H01635	dr:D00893
ds:H00079	dr:D05251
ds:H00821	dr:D06409
ds:H01654	dr:D00348
ds:H00080	dr:D05094
ds:H01892	dr:D03899
ds:H01563	dr:D02867
ds:H01822	dr:D00539
ds:H00233	dr:D00172
ds:H01663	dr:D02754
ds:H01639	dr:D08241
ds:H01591	dr:D01441
ds:H01429	dr:D05092
ds:H01504	dr:D00184
ds:H01240	dr:D02994
ds:H01621	dr:D07077
ds:H01711	dr:D00332
ds:H01719	dr:D02309
ds:H01583	dr:D00049
ds:H01594	dr:D00244
ds:H00409	dr:D01210
ds:H01620	dr:D01882
ds:H01633	dr:D07992
ds:H01724	dr:D02745
ds:H01659	dr:D02754
ds:H01642	dr:D03651
ds:H01714	dr:D00540
ds:H01625	dr:D00501
ds:H01765	dr:D00140
ds:H01609	dr:D02689
ds:H00429	dr:D04934
ds:H01633	dr:D00235
ds:H00019	dr:D01790
ds:H01470	dr:D03684
ds:H01619	dr:D06213
ds:H01633	dr:D00345
ds:H01632	dr:D05700
ds:H01653	dr:D04034
ds:H01638	dr:D09539
ds:H01381	dr:D03353
ds:H00187	dr:D05868
ds:H01667	dr:D08679
ds:H00421	dr:D06565
ds:H00243	dr:D07510
ds:H01587	dr:D10684
ds:H00362	dr:D05274
ds:H01619	dr:D01551
ds:H01089	dr:D07353
ds:H00219	dr:D08798
ds:H01516	dr:D00184
ds:H01557	dr:D00343
ds:H01785	dr:D00180
ds:H00081	dr:D04552
ds:H01465	dr:D02596
ds:H01450	dr:D00426
ds:H00849	dr:D08302
ds:H00374	dr:D02745
ds:H00775	dr:D00354
ds:H00275	dr:D01430
ds:H01227	dr:D00246
ds:H00155	dr:D00893
ds:H01635	dr:D01892
ds:H00183	dr:D08454
ds:H01637	dr:D01754
ds:H01293	dr:D05866
ds:H00282	dr:D06635
ds:H01593	dr:D01968
ds:H01357	dr:D00325
ds:H01227	dr:D02715
ds:H01730	dr:D00483
ds:H00063	dr:D00354
ds:H01532	dr:D00475
ds:H01633	dr:D00340
ds:H00178	dr:D02030
ds:H00026	dr:D01363
ds:H01602	dr:D10466
ds:H00029	dr:D00275
ds:H01669	dr:D00129
ds:H01669	dr:D10677
ds:H01360	dr:D00665
ds:H00044	dr:D00208
ds:H00395	dr:D05362
ds:H00426	dr:D03020
ds:H01604	dr:D00244
ds:H01652	dr:D01825
ds:H01546	dr:D00217
ds:H01240	dr:D05723
ds:H01633	dr:D00251
ds:H00413	dr:D10578
ds:H00082	dr:D03305
ds:H01240	dr:D08460
ds:H00013	dr:D00275
ds:H01672	dr:D00142
ds:H01666	dr:D02749
ds:H01602	dr:D01984
ds:H00003	dr:D00094
ds:H01597	dr:D05768
ds:H00164	dr:D02277
ds:H01079	dr:D00016
ds:H01464	dr:D03150
ds:H00512	dr:D00085
ds:H01657	dr:D00088
ds:H01463	dr:D02994
ds:H01567	dr:D02094
ds:H01668	dr:D00583
ds:H01054	dr:D00534
ds:H01062	dr:D00742
ds:H01513	dr:D01363
ds:H01656	dr:D00097
ds:H00049	dr:D00343
ds:H00026	dr:D03899
ds:H01479	dr:D09669
ds:H01730	dr:D00434
ds:H00004	dr:D06414
ds:H01670	dr:D00824
ds:H00027	dr:D00275
ds:H01593	dr:D00939
ds:H01506	dr:D02554
ds:H01082	dr:D00016
ds:H01638	dr:D02716
ds:H01669	dr:D03505
ds:H01599	dr:D04923
ds:H01490	dr:D06886
ds:H00339	dr:D03151
ds:H01054	dr:D00360
ds:H00157	dr:D01366
ds:H01563	dr:D00296
ds:H01717	dr:D00746
ds:H00051	dr:D01459
ds:H00295	dr:D00746
ds:H01690	dr:D00107
ds:H01712	dr:D00217
ds:H01635	dr:D00476
ds:H00810	dr:D01914
ds:H01633	dr:D05127
ds:H01048	dr:D00802
ds:H01563	dr:D04112
ds:H01358	dr:D04409
ds:H01905	dr:D00356
ds:H01714	dr:D09595
ds:H01072	dr:D06485
ds:H01612	dr:D10255
ds:H01685	dr:D00238
ds:H01333	dr:D07431
ds:H00031	dr:D00963
ds:H01600	dr:D08469
ds:H01823	dr:D00709
ds:H00054	dr:D01363
ds:H00428	dr:D08333
ds:H00082	dr:D01014
ds:H01809	dr:D00506
ds:H00156	dr:D08410
ds:H00176	dr:D00565
ds:H01463	dr:D06320
ds:H00413	dr:D10366
ds:H01633	dr:D00272
ds:H01154	dr:D00045
ds:H00014	dr:D00275
ds:H01739	dr:D00962
ds:H01724	dr:D00745
ds:H01827	dr:D00531
ds:H01645	dr:D00401
ds:H01316	dr:D00350
ds:H00578	dr:D00357
ds:H00029	dr:D00208
ds:H01649	dr:D02037
ds:H01631	dr:D00515
ds:H01812	dr:D00407
ds:H01668	dr:D00125
ds:H01730	dr:D00515
ds:H00065	dr:D00176
ds:H00409	dr:D01111
ds:H01709	dr:D01968
ds:H01491	dr:D00751
ds:H00050	dr:D00343
ds:H00027	dr:D08618
ds:H01563	dr:D01982
ds:H01711	dr:D02860
ds:H01483	dr:D00987
ds:H01829	dr:D00506
ds:H01054	dr:D08452
ds:H01240	dr:D03978
ds:H01717	dr:D04554
ds:H01635	dr:D00279
ds:H00747	dr:D02060
ds:H01002	dr:D00941
ds:H01609	dr:D00706
ds:H01802	dr:D00180
ds:H01611	dr:D00131
ds:H01594	dr:D00998
ds:H01694	dr:D00184
ds:H01664	dr:D02260
ds:H00720	dr:D01108
ds:H01710	dr:D00238
ds:H00630	dr:D00142
ds:H01563	dr:D00891
ds:H01633	dr:D03208
ds:H01670	dr:D02260
ds:H00810	dr:D00280
ds:H00062	dr:D00989
ds:H00080	dr:D00789
ds:H00368	dr:D00222
ds:H01293	dr:D02242
ds:H00081	dr:D00434
ds:H00004	dr:D09728
ds:H00747	dr:D00562
ds:H01667	dr:D07760
ds:H00009	dr:D02994
ds:H01598	dr:D00088
ds:H01719	dr:D00878
ds:H01006	dr:D04492
ds:H01540	dr:D00217
ds:H01656	dr:D04409
ds:H01651	dr:D05697
ds:H01381	dr:D08795
ds:H00226	dr:D00172
ds:H01582	dr:D01622
ds:H01594	dr:D00184
ds:H01480	dr:D09646
ds:H01653	dr:D00454
ds:H00079	dr:D00246
ds:H01457	dr:D09574
ds:H01466	dr:D00377
ds:H01611	dr:D02360
ds:H00379	dr:D05313
ds:H00429	dr:D02077
ds:H00746	dr:D02060
ds:H00115	dr:D05782
ds:H01138	dr:D00471
ds:H01593	dr:D03234
ds:H01618	dr:D02250
ds:H01632	dr:D02356
ds:H00373	dr:D00273
ds:H01466	dr:D02598
ds:H01656	dr:D08556
ds:H01813	dr:D01253
ds:H01827	dr:D00710
ds:H01563	dr:D00413
ds:H01645	dr:D02745
ds:H00153	dr:D00476
ds:H00812	dr:D05274
ds:H01475	dr:D05014
ds:H01514	dr:D00252
ds:H01491	dr:D00752
ds:H01633	dr:D07892
ds:H01730	dr:D00621
ds:H01711	dr:D02716
ds:H01085	dr:D00471
ds:H01608	dr:D02735
ds:H00287	dr:D02934
ds:H01593	dr:D02217
ds:H00079	dr:D07990
ds:H00899	dr:D07706
ds:H00317	dr:D00285
ds:H01666	dr:D08881
ds:H01759	dr:D08802
ds:H00219	dr:D08794
ds:H01718	dr:D02598
ds:H01210	dr:D00331
ds:H00206	dr:D00434
ds:H01669	dr:D04667
ds:H01491	dr:D00472
ds:H01429	dr:D00168
ds:H01646	dr:D00823
ds:H00079	dr:D07981
ds:H00428	dr:D05578
ds:H01657	dr:D02994
ds:H00080	dr:D00752
ds:H01633	dr:D08146
ds:H01062	dr:D02597
ds:H00080	dr:D00270
ds:H01476	dr:D02598
ds:H01700	dr:D04070
ds:H01400	dr:D00352
ds:H01354	dr:D08580
ds:H00377	dr:D05686
ds:H00746	dr:D01298
ds:H00770	dr:D00683
ds:H01600	dr:D00781
ds:H01672	dr:D02596
ds:H01425	dr:D03020
ds:H00034	dr:D06409
ds:H01862	dr:D01518
ds:H01594	dr:D00995
ds:H01672	dr:D00749
ds:H01594	dr:D03940
ds:H01267	dr:D00294
ds:H00368	dr:D00333
ds:H01659	dr:D00142
ds:H00670	dr:D00418
ds:H01431	dr:D00351
ds:H01673	dr:D00023
ds:H00239	dr:D00443
ds:H00937	dr:D00989
ds:H00155	dr:D01966
ds:H00214	dr:D00129
ds:H01466	dr:D00448
ds:H00363	dr:D00282
ds:H01227	dr:D00448
ds:H01626	dr:D01530
ds:H00084	dr:D02598
ds:H01657	dr:D00472
ds:H01602	dr:D00355
ds:H00362	dr:D00830
ds:H01610	dr:D00471
ds:H01665	dr:D00275
ds:H00081	dr:D03305
ds:H01649	dr:D00789
ds:H01563	dr:D06670
ds:H00079	dr:D02281
ds:H01621	dr:D06213
ds:H01089	dr:D05274
ds:H01624	dr:D02716
ds:H01892	dr:D00473
ds:H01653	dr:D00304
ds:H01829	dr:D00550
ds:H00083	dr:D00752
ds:H00239	dr:D00386
ds:H01425	dr:D04670
ds:H00254	dr:D02691
ds:H01563	dr:D00896
ds:H01479	dr:D02596
ds:H01597	dr:D09539
ds:H01358	dr:D03697
ds:H00340	dr:D00439
ds:H00630	dr:D03203
ds:H01100	dr:D00804
ds:H00098	dr:D02555
ds:H01634	dr:D00455
ds:H00429	dr:D08013
ds:H01875	dr:D07760
ds:H00747	dr:D01298
ds:H01590	dr:D03305
ds:H00340	dr:D00854
ds:H01601	dr:D08679
ds:H00126	dr:D05032
ds:H01633	dr:D00255
ds:H01227	dr:D00727
ds:H00304	dr:D09189
ds:H01620	dr:D00049
ds:H01656	dr:D00107
ds:H01905	dr:D04023
ds:H01491	dr:D00238
ds:H01210	dr:D01167
ds:H01456	dr:D00523
ds:H01354	dr:D02176
ds:H00027	dr:D01363
ds:H01645	dr:D00636
ds:H00599	dr:D00289
ds:H00937	dr:D00990
ds:H01293	dr:D00367
ds:H01299	dr:D10396
ds:H01841	dr:D00371
ds:H00098	dr:D00578
ds:H00152	dr:D02690
ds:H01425	dr:D00252
ds:H00082	dr:D04552
ds:H00395	dr:D08804
ds:H00044	dr:D00275
ds:H01659	dr:D01125
ds:H00081	dr:D04553
ds:H01654	dr:D00107
ds:H00045	dr:D02714
ds:H00155	dr:D10335
ds:H00376	dr:D05544
ds:H00031	dr:D00964
ds:H00126	dr:D09029
ds:H00413	dr:D03304
ds:H01014	dr:D00471
ds:H00210	dr:D00496
ds:H01730	dr:D00601
ds:H01565	dr:D02094
ds:H01047	dr:D00436
ds:H01714	dr:D05277
ds:H01471	dr:D08756
ds:H00624	dr:D00734
ds:H01713	dr:D00140
ds:H00032	dr:D02259
ds:H00612	dr:D00347
ds:H00326	dr:D00211
ds:H01590	dr:D00473
ds:H00286	dr:D06886
ds:H01294	dr:D00023
ds:H01565	dr:D01225
ds:H00100	dr:D03235
ds:H00153	dr:D01366
ds:H00413	dr:D09987
ds:H00045	dr:D06409
ds:H00945	dr:D08802
ds:H01599	dr:D00473
ds:H01359	dr:D00109
ds:H01600	dr:D00786
ds:H01425	dr:D04499
ds:H01633	dr:D08131
ds:H01047	dr:D00471
ds:H01002	dr:D00942
ds:H00080	dr:D02994
ds:H01827	dr:D01253
ds:H01602	dr:D01467
ds:H01875	dr:D08443
ds:H00749	dr:D01787
ds:H00251	dr:D06482
ds:H01240	dr:D08990
ds:H00295	dr:D04554
ds:H00084	dr:D00184
ds:H00428	dr:D00145
ds:H01645	dr:D02259
ds:H01316	dr:D00578
ds:H01425	dr:D09029
ds:H00069	dr:D03207
ds:H01592	dr:D10095
ds:H01600	dr:D07441
ds:H01633	dr:D04040
ds:H01827	dr:D01787
ds:H01603	dr:D01115
ds:H00157	dr:D00565
ds:H01656	dr:D01327
ds:H01723	dr:D07510
ds:H01138	dr:D00436
ds:H00079	dr:D00473
ds:H00046	dr:D01211
ds:H01509	dr:D00275
ds:H01559	dr:D03455
ds:H01599	dr:D00512
ds:H00016	dr:D01363
ds:H01813	dr:D00354
ds:H01892	dr:D08679
ds:H01666	dr:D02494
ds:H01277	dr:D00191
ds:H01892	dr:D08870
ds:H00409	dr:D00945
ds:H01667	dr:D00275
ds:H00344	dr:D00592
ds:H00429	dr:D00161
ds:H01700	dr:D00066
ds:H01663	dr:D00184
ds:H00156	dr:D01366
ds:H01647	dr:D00473
ds:H01504	dr:D00266
ds:H01227	dr:D03441
