disease_keggId	gene_keggId
ds:H00768	hsa:51185
ds:H00825	hsa:6017
ds:H01740	hsa:64240
ds:H01001	hsa:23322
ds:H00984	hsa:6892
ds:H00595	hsa:9531
ds:H00166	hsa:84343
ds:H00418	hsa:79738
ds:H00035	hsa:2115
ds:H00485	hsa:4920
ds:H00089	hsa:3459
ds:H01882	hsa:57502
ds:H01784	hsa:338328
ds:H00557	hsa:2006
ds:H00869	hsa:8893
ds:H01368	hsa:4512
ds:H01555	hsa:7157
ds:H00935	hsa:23529
ds:H01880	hsa:85378
ds:H01740	hsa:4627
ds:H00070	hsa:2592
ds:H00561	hsa:9759
ds:H00018	hsa:1499
ds:H00712	hsa:2706
ds:H00803	hsa:3766
ds:H00264	hsa:59341
ds:H01760	hsa:5257
ds:H00473	hsa:4726
ds:H01400	hsa:5096
ds:H00453	hsa:6495
ds:H01892	hsa:238
ds:H00821	hsa:1471
ds:H01797	hsa:9915
ds:H00916	hsa:2668
ds:H01437	hsa:4763
ds:H00607	hsa:2516
ds:H01267	hsa:3643
ds:H00598	hsa:254394
ds:H00461	hsa:2317
ds:H00130	hsa:6448
ds:H00014	hsa:3880
ds:H00264	hsa:81857
ds:H00786	hsa:6635
ds:H00032	hsa:7175
ds:H00506	hsa:1277
ds:H00119	hsa:84317
ds:H00917	hsa:84529
ds:H00055	hsa:595
ds:H00817	hsa:7020
ds:H00101	hsa:4644
ds:H00049	hsa:6271
ds:H00008	hsa:4609
ds:H00255	hsa:81848
ds:H00590	hsa:4000
ds:H01881	hsa:3796
ds:H00425	hsa:1075
ds:H00106	hsa:966
ds:H01558	hsa:846
ds:H01156	hsa:92002
ds:H00032	hsa:3845
ds:H00770	hsa:1144
ds:H00018	hsa:9134
ds:H01267	hsa:2746
ds:H01439	hsa:135886
ds:H00047	hsa:324
ds:H00004	hsa:613
ds:H00069	hsa:2998
ds:H00480	hsa:10084
ds:H01510	hsa:3326
ds:H01508	hsa:4602
ds:H01492	hsa:7292
ds:H01510	hsa:2034
ds:H00093	hsa:4860
ds:H00264	hsa:90678
ds:H00693	hsa:3849
ds:H00543	hsa:27031
ds:H00408	hsa:1512
ds:H00027	hsa:4609
ds:H00043	hsa:3939
ds:H00408	hsa:114904
ds:H00458	hsa:2261
ds:H01118	hsa:1763
ds:H00264	hsa:23321
ds:H01742	hsa:948
ds:H01762	hsa:5255
ds:H00619	hsa:63901
ds:H00039	hsa:5727
ds:H00472	hsa:4313
ds:H00802	hsa:91252
ds:H00773	hsa:8831
ds:H00605	hsa:1302
ds:H00848	hsa:23064
ds:H00030	hsa:3880
ds:H01891	hsa:56997
ds:H01439	hsa:9275
ds:H00966	hsa:471
ds:H00530	hsa:79600
ds:H00627	hsa:2332
ds:H00131	hsa:411
ds:H00205	hsa:5824
ds:H01299	hsa:727897
ds:H00078	hsa:5663
ds:H00016	hsa:4893
ds:H00588	hsa:55612
ds:H01889	hsa:4998
ds:H01301	hsa:83700
ds:H00057	hsa:8398
ds:H00055	hsa:4609
ds:H00538	hsa:57728
ds:H00720	hsa:3784
ds:H00607	hsa:7258
ds:H00976	hsa:5956
ds:H00529	hsa:57728
ds:H00410	hsa:3651
ds:H00831	hsa:112476
ds:H00754	hsa:27429
ds:H00037	hsa:4654
ds:H00891	hsa:92935
ds:H00126	hsa:2629
ds:H01016	hsa:6555
ds:H00651	hsa:128178
ds:H00985	hsa:8625
ds:H01762	hsa:2632
ds:H01593	hsa:7367
ds:H01784	hsa:116519
ds:H00013	hsa:5925
ds:H01479	hsa:3569
ds:H00201	hsa:2235
ds:H00230	hsa:2038
ds:H00035	hsa:3939
ds:H00679	hsa:11128
ds:H00516	hsa:652
ds:H01307	hsa:1294
ds:H00466	hsa:8200
ds:H00897	hsa:80746
ds:H00120	hsa:10585
ds:H00294	hsa:88
ds:H01143	hsa:1594
ds:H00938	hsa:2160
ds:H00897	hsa:283989
ds:H00433	hsa:6910
ds:H00924	hsa:79840
ds:H01193	hsa:2591
ds:H01202	hsa:2700
ds:H01215	hsa:2719
ds:H01510	hsa:7424
ds:H00479	hsa:1300
ds:H00276	hsa:2720
ds:H00268	hsa:5649
ds:H00564	hsa:6674
ds:H00769	hsa:23229
ds:H00506	hsa:10491
ds:H00265	hsa:25923
ds:H00869	hsa:8891
ds:H00264	hsa:6305
ds:H00728	hsa:23171
ds:H00820	hsa:617
ds:H01398	hsa:1373
ds:H00786	hsa:6144
ds:H00546	hsa:4624
ds:H00996	hsa:8869
ds:H01558	hsa:4288
ds:H00535	hsa:147372
ds:H00294	hsa:3123
ds:H00690	hsa:778
ds:H00974	hsa:5956
ds:H00010	hsa:595
ds:H01698	hsa:26191
ds:H01368	hsa:493753
ds:H00058	hsa:2521
ds:H00452	hsa:23592
ds:H00961	hsa:30813
ds:H01591	hsa:5156
ds:H01160	hsa:6469
ds:H00475	hsa:4488
ds:H00101	hsa:79083
ds:H00473	hsa:644096
ds:H00473	hsa:54902
ds:H00628	hsa:23600
ds:H00814	hsa:50939
ds:H00819	hsa:8842
ds:H00271	hsa:5080
ds:H00471	hsa:1749
ds:H00779	hsa:3035
ds:H00473	hsa:126328
ds:H00119	hsa:10466
ds:H01030	hsa:2733
ds:H00554	hsa:4091
ds:H00223	hsa:2266
ds:H00810	hsa:1509
ds:H00216	hsa:3284
ds:H00598	hsa:2492
ds:H01207	hsa:2260
ds:H00250	hsa:7849
ds:H00409	hsa:11132
ds:H01471	hsa:2324
ds:H01703	hsa:627
ds:H01368	hsa:51204
ds:H00606	hsa:3737
ds:H00605	hsa:5962
ds:H00042	hsa:5925
ds:H00606	hsa:348980
ds:H01631	hsa:3958
ds:H00255	hsa:2798
ds:H01240	hsa:9103
ds:H01631	hsa:7137
ds:H01571	hsa:23586
ds:H01911	hsa:124512
ds:H00057	hsa:1644
ds:H00085	hsa:695
ds:H00419	hsa:26580
ds:H01667	hsa:5727
ds:H00068	hsa:4536
ds:H01204	hsa:124997
ds:H00169	hsa:4935
ds:H00481	hsa:128338
ds:H00605	hsa:83715
ds:H00255	hsa:10371
ds:H01494	hsa:126792
ds:H00564	hsa:55172
ds:H00527	hsa:7287
ds:H00757	hsa:54808
ds:H00266	hsa:23503
ds:H01354	hsa:4722
ds:H00080	hsa:3119
ds:H00030	hsa:1019
ds:H00779	hsa:10518
ds:H00862	hsa:114798
ds:H00771	hsa:6335
ds:H01646	hsa:121278
ds:H00910	hsa:1910
ds:H00577	hsa:2316
ds:H00035	hsa:2313
ds:H01120	hsa:55640
ds:H01667	hsa:4193
ds:H00107	hsa:6023
ds:H01177	hsa:23636
ds:H01705	hsa:1690
ds:H01557	hsa:3845
ds:H00294	hsa:4000
ds:H01700	hsa:89884
ds:H00891	hsa:7284
ds:H00563	hsa:23345
ds:H00560	hsa:2677
ds:H01728	hsa:5310
ds:H00168	hsa:4157
ds:H00031	hsa:5328
ds:H00262	hsa:4524
ds:H00891	hsa:115286
ds:H01403	hsa:8289
ds:H00083	hsa:3383
ds:H01356	hsa:4558
ds:H00057	hsa:25793
ds:H00264	hsa:8565
ds:H01639	hsa:7422
ds:H01635	hsa:4023
ds:H00080	hsa:939
ds:H00265	hsa:9517
ds:H00523	hsa:161742
ds:H00810	hsa:256471
ds:H01605	hsa:4352
ds:H00896	hsa:7249
ds:H01456	hsa:6648
ds:H00092	hsa:64421
ds:H00004	hsa:7490
ds:H00039	hsa:7157
ds:H00072	hsa:5162
ds:H00022	hsa:3265
ds:H01698	hsa:3123
ds:H01270	hsa:338
ds:H00043	hsa:4914
ds:H00151	hsa:1593
ds:H00710	hsa:2697
ds:H01376	hsa:1723
ds:H00018	hsa:1956
ds:H00563	hsa:4000
ds:H01297	hsa:57104
ds:H00987	hsa:5913
ds:H00736	hsa:51099
ds:H00294	hsa:7139
ds:H00293	hsa:6262
ds:H00602	hsa:1584
ds:H01911	hsa:8924
ds:H01522	hsa:4221
ds:H00015	hsa:4771
ds:H01484	hsa:6208
ds:H00982	hsa:51218
ds:H01703	hsa:3352
ds:H00266	hsa:57165
ds:H00021	hsa:5546
ds:H00103	hsa:735
ds:H00593	hsa:1674
ds:H00264	hsa:64423
ds:H01428	hsa:7508
ds:H01202	hsa:1410
ds:H01665	hsa:672
ds:H00038	hsa:4893
ds:H00749	hsa:773
ds:H00516	hsa:8626
ds:H01508	hsa:23373
ds:H00066	hsa:6620
ds:H01355	hsa:4541
ds:H00042	hsa:7157
ds:H01700	hsa:7252
ds:H00593	hsa:1605
ds:H00238	hsa:675
ds:H00128	hsa:3425
ds:H00469	hsa:26235
ds:H00571	hsa:197131
ds:H01879	hsa:6878
ds:H00017	hsa:324
ds:H01529	hsa:7422
ds:H00045	hsa:4221
ds:H00143	hsa:79158
ds:H00267	hsa:5727
ds:H00138	hsa:427
ds:H01434	hsa:7056
ds:H00906	hsa:54453
ds:H00001	hsa:861
ds:H00837	hsa:3000
ds:H00810	hsa:166336
ds:H00986	hsa:1146
ds:H01457	hsa:2056
ds:H00527	hsa:6017
ds:H01611	hsa:4988
ds:H00262	hsa:81839
ds:H00091	hsa:915
ds:H01600	hsa:23317
ds:H00865	hsa:23396
ds:H00093	hsa:925
ds:H00241	hsa:760
ds:H00911	hsa:6505
ds:H00609	hsa:10046
ds:H00408	hsa:10019
ds:H00734	hsa:59344
ds:H00831	hsa:79734
ds:H00747	hsa:100134444
ds:H00821	hsa:3075
ds:H00782	hsa:1825
ds:H00031	hsa:2099
ds:H01102	hsa:9049
ds:H00684	hsa:3854
ds:H00477	hsa:1311
ds:H01184	hsa:9445
ds:H00026	hsa:5728
ds:H00557	hsa:538
ds:H00897	hsa:51091
ds:H00604	hsa:407053
ds:H00119	hsa:91949
ds:H01354	hsa:55572
ds:H00021	hsa:201163
ds:H00050	hsa:6756
ds:H00527	hsa:9129
ds:H01483	hsa:9049
ds:H00017	hsa:5925
ds:H01905	hsa:2250
ds:H01005	hsa:1621
ds:H00223	hsa:2243
ds:H01391	hsa:11280
ds:H00535	hsa:2324
ds:H00606	hsa:2554
ds:H00142	hsa:4758
ds:H00713	hsa:10984
ds:H00751	hsa:57560
ds:H00079	hsa:3596
ds:H00237	hsa:6135
ds:H00058	hsa:7277
ds:H01235	hsa:10235
ds:H00344	hsa:3106
ds:H00479	hsa:4322
ds:H01760	hsa:2542
ds:H00033	hsa:3481
ds:H00877	hsa:1282
ds:H00546	hsa:2626
ds:H00410	hsa:26060
ds:H00903	hsa:5307
ds:H01892	hsa:3418
ds:H00246	hsa:4221
ds:H00590	hsa:3680
ds:H00779	hsa:65217
ds:H00517	hsa:84667
ds:H00480	hsa:9459
ds:H00160	hsa:4547
ds:H01723	hsa:5624
ds:H00136	hsa:4864
ds:H00108	hsa:4893
ds:H00720	hsa:775
ds:H00403	hsa:1643
ds:H01355	hsa:4509
ds:H00627	hsa:344018
ds:H00997	hsa:2261
ds:H01757	hsa:5654
ds:H01391	hsa:6336
ds:H00605	hsa:2707
ds:H01703	hsa:51738
ds:H00976	hsa:2652
ds:H01857	hsa:150468
ds:H00612	hsa:4653
ds:H01492	hsa:3663
ds:H01736	hsa:137814
ds:H00698	hsa:58
ds:H01428	hsa:2071
ds:H00768	hsa:80055
ds:H00205	hsa:5195
ds:H00469	hsa:8803
ds:H00119	hsa:64116
ds:H00001	hsa:4299
ds:H00214	hsa:142680
ds:H00674	hsa:203
ds:H01713	hsa:3106
ds:H00744	hsa:6329
ds:H00507	hsa:51750
ds:H00606	hsa:6709
ds:H00773	hsa:55209
ds:H00184	hsa:191
ds:H00264	hsa:1959
ds:H00615	hsa:258
ds:H00971	hsa:5149
ds:H01510	hsa:5743
ds:H00720	hsa:859
ds:H00409	hsa:5468
ds:H00191	hsa:2653
ds:H01773	hsa:3954
ds:H01705	hsa:71
ds:H00004	hsa:1029
ds:H00118	hsa:22845
ds:H00697	hsa:2273
ds:H00814	hsa:3617
ds:H01750	hsa:2261
ds:H00565	hsa:6443
ds:H01491	hsa:361
ds:H00265	hsa:54463
ds:H00802	hsa:1289
ds:H01742	hsa:8997
ds:H00984	hsa:6891
ds:H01023	hsa:657
ds:H01575	hsa:5190
ds:H00928	hsa:977
ds:H00598	hsa:6658
ds:H00027	hsa:675
ds:H00177	hsa:5192
ds:H01226	hsa:2737
ds:H01603	hsa:776
ds:H00527	hsa:64218
ds:H01649	hsa:3356
ds:H00013	hsa:4609
ds:H00251	hsa:50506
ds:H00788	hsa:1736
ds:H00429	hsa:8671
ds:H00473	hsa:4540
ds:H01370	hsa:5295
ds:H00085	hsa:80131
ds:H01481	hsa:54790
ds:H00424	hsa:6609
ds:H00102	hsa:720
ds:H00022	hsa:4926
ds:H00481	hsa:92211
ds:H00084	hsa:3586
ds:H00096	hsa:51135
ds:H00294	hsa:6444
ds:H01763	hsa:5498
ds:H00421	hsa:2990
ds:H00174	hsa:166785
ds:H01836	hsa:4914
ds:H00408	hsa:3630
ds:H00080	hsa:1378
ds:H00590	hsa:3908
ds:H01881	hsa:3800
ds:H01891	hsa:23203
ds:H00409	hsa:10644
ds:H00294	hsa:3115
ds:H01666	hsa:5175
ds:H01304	hsa:340024
ds:H01108	hsa:948
ds:H00518	hsa:6023
ds:H00438	hsa:7305
ds:H00107	hsa:50943
ds:H00714	hsa:2706
ds:H01809	hsa:2776
ds:H01813	hsa:1106
ds:H00726	hsa:3859
ds:H01895	hsa:1815
ds:H01775	hsa:57526
ds:H01026	hsa:5076
ds:H01159	hsa:2296
ds:H00081	hsa:1493
ds:H01293	hsa:4340
ds:H00537	hsa:57728
ds:H01025	hsa:324
ds:H01135	hsa:22934
ds:H00003	hsa:613
ds:H01881	hsa:10381
ds:H00057	hsa:7054
ds:H00896	hsa:7248
ds:H00652	hsa:6469
ds:H00628	hsa:80270
ds:H00120	hsa:9215
ds:H00797	hsa:25782
ds:H00027	hsa:3845
ds:H00118	hsa:3703
ds:H00527	hsa:5995
ds:H00604	hsa:79784
ds:H01631	hsa:551
ds:H00418	hsa:129880
ds:H00810	hsa:378884
ds:H00999	hsa:23590
ds:H01097	hsa:10717
ds:H01880	hsa:27229
ds:H00063	hsa:5521
ds:H01398	hsa:10165
ds:H01667	hsa:4221
ds:H00481	hsa:169522
ds:H01892	hsa:1788
ds:H01700	hsa:2688
ds:H00032	hsa:7157
ds:H01216	hsa:1837
ds:H00537	hsa:4582
ds:H01884	hsa:2773
ds:H00698	hsa:84665
ds:H00265	hsa:7879
ds:H01309	hsa:64127
ds:H01511	hsa:3559
ds:H00295	hsa:7139
ds:H00825	hsa:6010
ds:H01510	hsa:4763
ds:H00069	hsa:2538
ds:H00897	hsa:57038
ds:H00881	hsa:7157
ds:H01489	hsa:27315
ds:H01202	hsa:1415
ds:H00679	hsa:5917
ds:H00473	hsa:79133
ds:H01592	hsa:5979
ds:H01649	hsa:207
ds:H00421	hsa:6448
ds:H00422	hsa:175
ds:H00422	hsa:4126
ds:H00492	hsa:6473
ds:H01556	hsa:6608
ds:H00891	hsa:87178
ds:H00773	hsa:55690
ds:H01639	hsa:308
ds:H00342	hsa:3119
ds:H00764	hsa:7015
ds:H00575	hsa:183
ds:H00080	hsa:3569
ds:H00530	hsa:8481
ds:H00030	hsa:1026
ds:H00632	hsa:2657
ds:H00965	hsa:9401
ds:H00698	hsa:1073
ds:H00990	hsa:60386
ds:H00606	hsa:773
ds:H00684	hsa:3872
ds:H00031	hsa:672
ds:H00628	hsa:9420
ds:H00080	hsa:23090
ds:H00032	hsa:8031
ds:H00837	hsa:55812
ds:H00642	hsa:2261
ds:H01877	hsa:1139
ds:H00458	hsa:4488
ds:H01390	hsa:50484
ds:H01027	hsa:6657
ds:H00270	hsa:10564
ds:H00473	hsa:4536
ds:H01202	hsa:128866
ds:H00098	hsa:653361
ds:H00801	hsa:4015
ds:H00063	hsa:773
ds:H00268	hsa:3912
ds:H01511	hsa:7177
ds:H00606	hsa:284111
ds:H01673	hsa:2706
ds:H00831	hsa:3208
ds:H00985	hsa:4261
ds:H00022	hsa:1612
ds:H00438	hsa:54209
ds:H01845	hsa:23483
ds:H01881	hsa:203068
ds:H01571	hsa:64135
ds:H00048	hsa:7161
ds:H00546	hsa:57057
ds:H00552	hsa:190
ds:H00264	hsa:4747
ds:H00063	hsa:2259
ds:H01796	hsa:7062
ds:H00703	hsa:4625
ds:H00293	hsa:1829
ds:H01882	hsa:54413
ds:H01667	hsa:10297
ds:H00426	hsa:2629
ds:H00174	hsa:4594
ds:H00025	hsa:80142
ds:H00594	hsa:8291
ds:H00606	hsa:23334
ds:H00999	hsa:10229
ds:H00664	hsa:2821
ds:H00802	hsa:11285
ds:H00254	hsa:2692
ds:H01360	hsa:2056
ds:H00606	hsa:6326
ds:H00018	hsa:4233
ds:H00119	hsa:10559
ds:H00841	hsa:113278
ds:H00905	hsa:54716
ds:H01124	hsa:55163
ds:H00668	hsa:2539
ds:H01200	hsa:1355
ds:H01605	hsa:3717
ds:H00093	hsa:6891
ds:H00149	hsa:54982
ds:H00240	hsa:6559
ds:H01238	hsa:85358
ds:H00058	hsa:3178
ds:H00048	hsa:999
ds:H00016	hsa:7157
ds:H00286	hsa:3588
ds:H00833	hsa:80347
ds:H00978	hsa:22852
ds:H00155	hsa:338
ds:H00734	hsa:204219
ds:H00275	hsa:1497
ds:H00801	hsa:8076
ds:H00021	hsa:2277
ds:H00072	hsa:5160
ds:H00564	hsa:339829
ds:H00032	hsa:1499
ds:H00168	hsa:4948
ds:H01911	hsa:388662
ds:H00992	hsa:545
ds:H00700	hsa:4534
ds:H01667	hsa:1499
ds:H01769	hsa:6651
ds:H00605	hsa:29899
ds:H00479	hsa:51119
ds:H00607	hsa:6662
ds:H01700	hsa:5626
ds:H01218	hsa:28956
ds:H00958	hsa:1634
ds:H00889	hsa:9968
ds:H00119	hsa:9382
ds:H01167	hsa:1536
ds:H00018	hsa:2064
ds:H00538	hsa:27031
ds:H00516	hsa:4487
ds:H00211	hsa:2495
ds:H00783	hsa:2566
ds:H01020	hsa:4976
ds:H00269	hsa:63925
ds:H01155	hsa:5827
ds:H00264	hsa:79628
ds:H01134	hsa:6597
ds:H00679	hsa:9255
ds:H01673	hsa:8710
ds:H00541	hsa:5972
ds:H00493	hsa:3339
ds:H00018	hsa:2263
ds:H01657	hsa:4868
ds:H00780	hsa:55806
ds:H00808	hsa:785
ds:H00069	hsa:5256
ds:H00720	hsa:9992
ds:H00291	hsa:11277
ds:H00801	hsa:4638
ds:H00856	hsa:26580
ds:H00773	hsa:4208
ds:H00565	hsa:6444
ds:H00014	hsa:3845
ds:H00809	hsa:9211
ds:H01195	hsa:7547
ds:H01489	hsa:84720
ds:H01668	hsa:114336
ds:H00031	hsa:2064
ds:H00239	hsa:10916
ds:H00999	hsa:27235
ds:H01351	hsa:6843
ds:H01202	hsa:146862
ds:H01514	hsa:27286
ds:H00428	hsa:50617
ds:H01268	hsa:10166
ds:H00069	hsa:2027
ds:H00024	hsa:2115
ds:H01752	hsa:546
ds:H01342	hsa:5830
ds:H01700	hsa:5449
ds:H00264	hsa:10397
ds:H00721	hsa:4615
ds:H01381	hsa:462
ds:H01131	hsa:10801
ds:H01223	hsa:4208
ds:H00667	hsa:147183
ds:H01360	hsa:55153
ds:H01299	hsa:6440
ds:H00510	hsa:4613
ds:H01762	hsa:2992
ds:H01154	hsa:51422
ds:H00021	hsa:7422
ds:H01812	hsa:1493
ds:H00194	hsa:3251
ds:H01342	hsa:5192
ds:H00591	hsa:2483
ds:H00539	hsa:207
ds:H01876	hsa:3832
ds:H00216	hsa:1589
ds:H01340	hsa:1291
ds:H00811	hsa:7169
ds:H00014	hsa:10568
ds:H00006	hsa:931
ds:H01145	hsa:7018
ds:H00608	hsa:367
ds:H00002	hsa:8301
ds:H01753	hsa:2263
ds:H00089	hsa:6772
ds:H00013	hsa:596
ds:H01008	hsa:171023
ds:H01360	hsa:3627
ds:H01174	hsa:50674
ds:H00876	hsa:4072
ds:H00752	hsa:8626
ds:H01307	hsa:8323
ds:H01891	hsa:1200
ds:H01105	hsa:10484
ds:H00073	hsa:5091
ds:H01492	hsa:3123
ds:H01357	hsa:712
ds:H00786	hsa:112802
ds:H01244	hsa:5896
ds:H01900	hsa:56947
ds:H01007	hsa:7157
ds:H00002	hsa:4005
ds:H00598	hsa:9210
ds:H00058	hsa:4137
ds:H01278	hsa:164656
ds:H00779	hsa:7401
ds:H00271	hsa:5297
ds:H00290	hsa:79621
ds:H01666	hsa:3845
ds:H00132	hsa:2990
ds:H01824	hsa:9361
ds:H00838	hsa:55605
ds:H01356	hsa:4564
ds:H01631	hsa:4879
ds:H01202	hsa:7431
ds:H01556	hsa:6598
ds:H00196	hsa:5631
ds:H00421	hsa:138050
ds:H00265	hsa:1786
ds:H00604	hsa:152137
ds:H00123	hsa:2720
ds:H01225	hsa:3418
ds:H00527	hsa:346007
ds:H00922	hsa:26040
ds:H00129	hsa:3423
ds:H01143	hsa:120227
ds:H00606	hsa:79751
ds:H00662	hsa:54507
ds:H00264	hsa:6834
ds:H00463	hsa:3110
ds:H01773	hsa:53834
ds:H00768	hsa:83696
ds:H00058	hsa:2066
ds:H00791	hsa:9733
ds:H00119	hsa:55343
ds:H00773	hsa:1859
ds:H00100	hsa:10456
ds:H00159	hsa:19
ds:H00650	hsa:6567
ds:H00095	hsa:8517
ds:H00015	hsa:7490
ds:H00525	hsa:788
ds:H00040	hsa:3265
ds:H00052	hsa:2130
ds:H00418	hsa:583
ds:H00808	hsa:1181
ds:H01891	hsa:23064
ds:H00458	hsa:7545
ds:H00083	hsa:3690
ds:H00264	hsa:23095
ds:H00606	hsa:79868
ds:H00835	hsa:7915
ds:H01360	hsa:10344
ds:H00247	hsa:5979
ds:H01003	hsa:29958
ds:H01574	hsa:5155
ds:H01095	hsa:2697
ds:H01402	hsa:6595
ds:H00083	hsa:7042
ds:H01492	hsa:3117
ds:H00168	hsa:83938
ds:H00080	hsa:3383
ds:H00668	hsa:2729
ds:H01428	hsa:1643
ds:H01129	hsa:487
ds:H00607	hsa:54361
ds:H01439	hsa:84277
ds:H00095	hsa:4792
ds:H01439	hsa:9031
ds:H00170	hsa:6591
ds:H00409	hsa:7466
ds:H01259	hsa:8139
ds:H00932	hsa:1508
ds:H01554	hsa:675
ds:H00734	hsa:348938
ds:H00228	hsa:3048
ds:H00080	hsa:720
ds:H00821	hsa:1524
ds:H00228	hsa:3043
ds:H01181	hsa:8456
ds:H00264	hsa:3508
ds:H01889	hsa:5000
ds:H01018	hsa:5781
ds:H00516	hsa:1748
ds:H01490	hsa:7132
ds:H01219	hsa:70
ds:H00014	hsa:1956
ds:H00418	hsa:55212
ds:H00238	hsa:2177
ds:H00631	hsa:55869
ds:H00974	hsa:2652
ds:H01118	hsa:5428
ds:H01879	hsa:4297
ds:H01174	hsa:4645
ds:H00214	hsa:5167
ds:H00528	hsa:60529
ds:H00832	hsa:80025
ds:H00014	hsa:10342
ds:H00967	hsa:9370
ds:H00481	hsa:23093
ds:H00665	hsa:4000
ds:H00223	hsa:2147
ds:H01170	hsa:26278
ds:H01904	hsa:54539
ds:H01355	hsa:4537
ds:H00031	hsa:2100
ds:H00837	hsa:9227
ds:H00987	hsa:285489
ds:H01740	hsa:2316
ds:H01275	hsa:3557
ds:H01341	hsa:1292
ds:H00564	hsa:8701
ds:H00069	hsa:5837
ds:H01354	hsa:4728
ds:H00169	hsa:4286
ds:H00595	hsa:9499
ds:H00564	hsa:221421
ds:H00228	hsa:3039
ds:H00083	hsa:7124
ds:H00050	hsa:6757
ds:H01891	hsa:57410
ds:H00836	hsa:6513
ds:H00017	hsa:1956
ds:H01369	hsa:91647
ds:H00294	hsa:10060
ds:H01811	hsa:80184
ds:H00455	hsa:538
ds:H01677	hsa:8777
ds:H00759	hsa:6591
ds:H00211	hsa:30061
ds:H01555	hsa:7270
ds:H00407	hsa:51
ds:H00154	hsa:344
ds:H00621	hsa:55131
ds:H00891	hsa:57505
ds:H00512	hsa:3651
ds:H00523	hsa:5605
ds:H00024	hsa:1027
ds:H01428	hsa:1642
ds:H00632	hsa:220136
ds:H00063	hsa:440193
ds:H00016	hsa:3845
ds:H01504	hsa:3123
ds:H00731	hsa:9992
ds:H00512	hsa:50943
ds:H00837	hsa:1406
ds:H00254	hsa:695
ds:H00044	hsa:7157
ds:H00238	hsa:57697
ds:H00825	hsa:285440
ds:H01167	hsa:1535
ds:H00014	hsa:6098
ds:H00473	hsa:91942
ds:H00619	hsa:6905
ds:H00615	hsa:9622
ds:H00577	hsa:158866
ds:H01577	hsa:26011
ds:H00493	hsa:2131
ds:H00773	hsa:10771
ds:H01740	hsa:23218
ds:H00709	hsa:51305
ds:H00149	hsa:256471
ds:H00022	hsa:1029
ds:H00821	hsa:3426
ds:H00007	hsa:5966
ds:H01508	hsa:2120
ds:H01590	hsa:5156
ds:H01756	hsa:2263
ds:H01657	hsa:51196
ds:H00209	hsa:1356
ds:H00530	hsa:23247
ds:H00770	hsa:1103
ds:H01400	hsa:9056
ds:H00443	hsa:2260
ds:H00004	hsa:7157
ds:H00822	hsa:5979
ds:H00606	hsa:7355
ds:H00094	hsa:472
ds:H00731	hsa:3759
ds:H01781	hsa:3920
ds:H01365	hsa:4538
ds:H01489	hsa:80055
ds:H00057	hsa:23341
ds:H01303	hsa:567
ds:H00469	hsa:56652
ds:H00608	hsa:5447
ds:H00537	hsa:27031
ds:H00015	hsa:794
ds:H00973	hsa:388531
ds:H01762	hsa:5837
ds:H00192	hsa:7498
ds:H00834	hsa:2593
ds:H00294	hsa:7137
ds:H01101	hsa:64788
ds:H00250	hsa:1081
ds:H00251	hsa:7038
ds:H00014	hsa:7157
ds:H00450	hsa:4041
ds:H00473	hsa:7381
ds:H00731	hsa:6327
ds:H00055	hsa:1956
ds:H00833	hsa:23400
ds:H00604	hsa:1690
ds:H01795	hsa:23522
ds:H01439	hsa:64409
ds:H00842	hsa:11322
ds:H01369	hsa:498
ds:H01779	hsa:2512
ds:H00118	hsa:6748
ds:H01763	hsa:7389
ds:H01227	hsa:345611
ds:H00684	hsa:3853
ds:H01390	hsa:5428
ds:H00537	hsa:91147
ds:H00245	hsa:846
ds:H01600	hsa:65018
ds:H00473	hsa:51103
ds:H00407	hsa:23600
ds:H00810	hsa:4758
ds:H00627	hsa:79983
ds:H01884	hsa:1906
ds:H00546	hsa:2627
ds:H00344	hsa:7096
ds:H01287	hsa:1630
ds:H00564	hsa:345895
ds:H00530	hsa:79583
ds:H00530	hsa:23090
ds:H00421	hsa:4669
ds:H00606	hsa:23258
ds:H00093	hsa:3561
ds:H00527	hsa:130557
ds:H00606	hsa:2775
ds:H00535	hsa:54345
ds:H00264	hsa:3035
ds:H00605	hsa:286262
ds:H01439	hsa:7458
ds:H00473	hsa:90624
ds:H01227	hsa:4485
ds:H00577	hsa:6535
ds:H00540	hsa:8517
ds:H00564	hsa:139212
ds:H00177	hsa:5189
ds:H01892	hsa:56940
ds:H00606	hsa:23236
ds:H01600	hsa:23400
ds:H00227	hsa:4352
ds:H00001	hsa:6929
ds:H00527	hsa:5158
ds:H00550	hsa:23389
ds:H01400	hsa:5095
ds:H01188	hsa:29071
ds:H01632	hsa:7137
ds:H01193	hsa:54809
ds:H00598	hsa:284654
ds:H00998	hsa:477
ds:H00831	hsa:8575
ds:H00564	hsa:83544
ds:H00773	hsa:6597
ds:H00581	hsa:1286
ds:H00458	hsa:2077
ds:H00481	hsa:5149
ds:H01019	hsa:2771
ds:H00161	hsa:1717
ds:H00976	hsa:611
ds:H00837	hsa:167691
ds:H00023	hsa:3948
ds:H00458	hsa:2263
ds:H00876	hsa:4292
ds:H00731	hsa:6330
ds:H00856	hsa:60482
ds:H00549	hsa:1482
ds:H00898	hsa:23479
ds:H00787	hsa:6295
ds:H00895	hsa:5727
ds:H01096	hsa:5313
