disease_keggId	gene_keggId
ds:H00016	hsa:1029
ds:H00288	hsa:100507436
ds:H00119	hsa:147007
ds:H01508	hsa:1956
ds:H00773	hsa:283489
ds:H00223	hsa:462
ds:H00020	hsa:673
ds:H01738	hsa:4893
ds:H00606	hsa:6334
ds:H00537	hsa:284086
ds:H00054	hsa:23705
ds:H00593	hsa:203859
ds:H00007	hsa:943
ds:H00464	hsa:9496
ds:H00265	hsa:547
ds:H00606	hsa:6812
ds:H00590	hsa:55624
ds:H00741	hsa:10999
ds:H01866	hsa:659
ds:H01705	hsa:7007
ds:H01202	hsa:1414
ds:H00644	hsa:5317
ds:H01369	hsa:514
ds:H01763	hsa:210
ds:H00205	hsa:9409
ds:H00442	hsa:6662
ds:H00127	hsa:5660
ds:H00264	hsa:5631
ds:H00091	hsa:3575
ds:H00779	hsa:10083
ds:H00097	hsa:7852
ds:H00607	hsa:6736
ds:H00084	hsa:7042
ds:H00527	hsa:6121
ds:H01000	hsa:11277
ds:H01123	hsa:3158
ds:H00829	hsa:1540
ds:H00089	hsa:3594
ds:H00118	hsa:116150
ds:H00190	hsa:5625
ds:H00215	hsa:779
ds:H00080	hsa:3123
ds:H00527	hsa:6103
ds:H01640	hsa:1288
ds:H00704	hsa:8106
ds:H00854	hsa:7466
ds:H00930	hsa:19
ds:H00035	hsa:3945
ds:H01439	hsa:2969
ds:H00107	hsa:326
ds:H01020	hsa:80207
ds:H00008	hsa:931
ds:H00845	hsa:7276
ds:H00849	hsa:6535
ds:H00606	hsa:150094
ds:H01884	hsa:5332
ds:H00032	hsa:4893
ds:H00210	hsa:1356
ds:H00264	hsa:51668
ds:H00261	hsa:57545
ds:H00537	hsa:203286
ds:H00021	hsa:4288
ds:H00564	hsa:83538
ds:H00408	hsa:5588
ds:H00800	hsa:4088
ds:H01192	hsa:8985
ds:H01265	hsa:374654
ds:H01512	hsa:5604
ds:H00549	hsa:2627
ds:H01599	hsa:5156
ds:H00795	hsa:79755
ds:H00720	hsa:805
ds:H00575	hsa:5972
ds:H01403	hsa:6595
ds:H00916	hsa:8929
ds:H00175	hsa:5095
ds:H00530	hsa:9731
ds:H01274	hsa:3480
ds:H00932	hsa:6690
ds:H00605	hsa:10083
ds:H00775	hsa:6323
ds:H00831	hsa:774
ds:H00064	hsa:5111
ds:H00481	hsa:8842
ds:H00831	hsa:1861
ds:H01168	hsa:348
ds:H01913	hsa:10084
ds:H01296	hsa:5376
ds:H01511	hsa:3815
ds:H01172	hsa:57679
ds:H01228	hsa:3643
ds:H00106	hsa:1604
ds:H01027	hsa:4990
ds:H01760	hsa:2632
ds:H00527	hsa:25794
ds:H00094	hsa:3981
ds:H01213	hsa:64241
ds:H00821	hsa:3078
ds:H00590	hsa:79147
ds:H01342	hsa:5194
ds:H00891	hsa:56945
ds:H00476	hsa:4148
ds:H00694	hsa:1184
ds:H00088	hsa:931
ds:H01256	hsa:5080
ds:H00250	hsa:1482
ds:H01668	hsa:7422
ds:H00856	hsa:65055
ds:H00605	hsa:11078
ds:H00891	hsa:57570
ds:H01709	hsa:2908
ds:H00041	hsa:7157
ds:H00006	hsa:7157
ds:H00673	hsa:81794
ds:H00687	hsa:80144
ds:H00211	hsa:148738
ds:H00679	hsa:51501
ds:H00260	hsa:8622
ds:H00682	hsa:80067
ds:H00293	hsa:79188
ds:H00992	hsa:55835
ds:H01668	hsa:93659
ds:H01347	hsa:4535
ds:H00085	hsa:974
ds:H01434	hsa:629
ds:H00286	hsa:64127
ds:H01194	hsa:415
ds:H00098	hsa:1536
ds:H00091	hsa:919
ds:H01742	hsa:1524
ds:H00072	hsa:1737
ds:H00640	hsa:8626
ds:H00978	hsa:7454
ds:H00481	hsa:83394
ds:H00512	hsa:3630
ds:H00475	hsa:60529
ds:H00507	hsa:55135
ds:H01463	hsa:1029
ds:H01362	hsa:3119
ds:H01870	hsa:54820
ds:H01902	hsa:84627
ds:H00017	hsa:595
ds:H01509	hsa:1029
ds:H00403	hsa:404672
ds:H00879	hsa:1639
ds:H00800	hsa:7043
ds:H00262	hsa:4552
ds:H01272	hsa:2697
ds:H00025	hsa:4318
ds:H01466	hsa:3586
ds:H00069	hsa:5261
ds:H01892	hsa:4869
ds:H00296	hsa:7486
ds:H01794	hsa:23522
ds:H01894	hsa:122961
ds:H00458	hsa:1947
ds:H00670	hsa:3892
ds:H01439	hsa:5982
ds:H01738	hsa:6655
ds:H00806	hsa:3786
ds:H00527	hsa:7399
ds:H01763	hsa:7390
ds:H00607	hsa:1109
ds:H01815	hsa:57465
ds:H00020	hsa:4437
ds:H00501	hsa:2778
ds:H00458	hsa:2260
ds:H00916	hsa:1908
ds:H00294	hsa:4624
ds:H00403	hsa:1642
ds:H00557	hsa:30008
ds:H00577	hsa:8573
ds:H01813	hsa:2562
ds:H00773	hsa:8289
ds:H01819	hsa:79751
ds:H00821	hsa:83872
ds:H00530	hsa:5147
ds:H01868	hsa:2316
ds:H00606	hsa:25977
ds:H00838	hsa:401
ds:H01019	hsa:6262
ds:H01814	hsa:1063
ds:H01360	hsa:2212
ds:H01245	hsa:8517
ds:H00003	hsa:1050
ds:H01613	hsa:2033
ds:H00057	hsa:26058
ds:H01728	hsa:8516
ds:H00605	hsa:220074
ds:H00734	hsa:6768
ds:H01235	hsa:51206
ds:H00530	hsa:56623
ds:H01136	hsa:1369
ds:H00734	hsa:126410
ds:H00294	hsa:1756
ds:H00786	hsa:55806
ds:H00801	hsa:7046
ds:H00606	hsa:5602
ds:H01258	hsa:3778
ds:H01815	hsa:57468
ds:H00261	hsa:27031
ds:H00344	hsa:3134
ds:H00118	hsa:10195
ds:H01877	hsa:4308
ds:H01127	hsa:93183
ds:H01342	hsa:5193
ds:H01815	hsa:57582
ds:H00516	hsa:2952
ds:H00080	hsa:3559
ds:H01400	hsa:763
ds:H00010	hsa:2261
ds:H00476	hsa:1836
ds:H00469	hsa:92667
ds:H01013	hsa:2651
ds:H00627	hsa:668
ds:H00033	hsa:4158
ds:H00564	hsa:55130
ds:H01368	hsa:22868
ds:H00838	hsa:84570
ds:H00589	hsa:4693
ds:H00768	hsa:54862
ds:H01198	hsa:6569
ds:H00237	hsa:6234
ds:H01508	hsa:4916
ds:H00586	hsa:3655
ds:H00856	hsa:57449
ds:H00057	hsa:5071
ds:H00806	hsa:6326
ds:H00265	hsa:51062
ds:H00473	hsa:1537
ds:H00886	hsa:4036
ds:H01885	hsa:894
ds:H00759	hsa:1910
ds:H00261	hsa:80776
ds:H00831	hsa:6872
ds:H00033	hsa:7157
ds:H00266	hsa:9197
ds:H00605	hsa:64699
ds:H00806	hsa:3785
ds:H00527	hsa:1259
ds:H00824	hsa:4907
ds:H01360	hsa:163702
ds:H00264	hsa:4311
ds:H01889	hsa:23594
ds:H00238	hsa:5889
ds:H00525	hsa:35
ds:H00418	hsa:585
ds:H00484	hsa:9241
ds:H01395	hsa:5428
ds:H00768	hsa:79791
ds:H00564	hsa:54768
ds:H01705	hsa:9132
ds:H00237	hsa:6218
ds:H00107	hsa:7297
ds:H00607	hsa:23414
ds:H01434	hsa:8526
ds:H00192	hsa:10243
ds:H00290	hsa:10535
ds:H00437	hsa:8878
ds:H00083	hsa:1636
ds:H00626	hsa:7827
ds:H00810	hsa:950
ds:H00063	hsa:10939
ds:H00831	hsa:55145
ds:H00237	hsa:6201
ds:H00473	hsa:80224
ds:H00081	hsa:3117
ds:H01631	hsa:7139
ds:H00078	hsa:25978
ds:H01744	hsa:10616
ds:H01286	hsa:3199
ds:H00964	hsa:7172
ds:H00933	hsa:11330
ds:H00856	hsa:3300
ds:H01593	hsa:100422910
ds:H00717	hsa:1828
ds:H00891	hsa:55005
ds:H00978	hsa:54205
ds:H00101	hsa:1130
ds:H00170	hsa:3815
ds:H00344	hsa:3105
ds:H01463	hsa:5728
ds:H01202	hsa:221496
ds:H01558	hsa:79577
ds:H00223	hsa:5624
ds:H00455	hsa:6607
ds:H00761	hsa:9060
ds:H00800	hsa:7048
ds:H01612	hsa:4352
ds:H00261	hsa:54903
ds:H00063	hsa:1938
ds:H00088	hsa:975
ds:H01159	hsa:1545
ds:H00168	hsa:51151
ds:H00648	hsa:10804
ds:H00482	hsa:658
ds:H00566	hsa:8291
ds:H00165	hsa:6898
ds:H00768	hsa:79882
ds:H01516	hsa:4210
ds:H01253	hsa:2488
ds:H00810	hsa:1203
ds:H01088	hsa:23418
ds:H00070	hsa:2584
ds:H00564	hsa:56683
ds:H00264	hsa:121512
ds:H00076	hsa:1161
ds:H00773	hsa:57492
ds:H01890	hsa:5961
ds:H01492	hsa:3113
ds:H00019	hsa:7157
ds:H00538	hsa:261734
ds:H00801	hsa:7048
ds:H00203	hsa:847
ds:H01593	hsa:8572
ds:H01898	hsa:10908
ds:H01878	hsa:28960
ds:H00032	hsa:7849
ds:H00420	hsa:63924
ds:H00605	hsa:3082
ds:H00020	hsa:7157
ds:H00546	hsa:70
ds:H00092	hsa:100
ds:H01027	hsa:338917
ds:H00765	hsa:176
ds:H00783	hsa:6323
ds:H00255	hsa:23767
ds:H00148	hsa:3988
ds:H00810	hsa:4566
ds:H00482	hsa:650
ds:H00589	hsa:4041
ds:H01657	hsa:396
ds:H00728	hsa:6324
ds:H00831	hsa:2774
ds:H01554	hsa:4609
ds:H00428	hsa:525
ds:H00289	hsa:199713
ds:H00101	hsa:4353
ds:H00936	hsa:26128
ds:H00565	hsa:6442
ds:H01376	hsa:10262
ds:H01492	hsa:55024
ds:H00891	hsa:51021
ds:H01713	hsa:3105
ds:H00032	hsa:8030
ds:H00264	hsa:9516
ds:H01862	hsa:9247
ds:H01672	hsa:3569
ds:H00635	hsa:5080
ds:H01613	hsa:596
ds:H01235	hsa:6915
ds:H00768	hsa:9439
ds:H00266	hsa:6683
ds:H01510	hsa:6390
ds:H00101	hsa:1053
ds:H00593	hsa:55679
ds:H00542	hsa:5314
ds:H00080	hsa:3596
ds:H00069	hsa:178
ds:H01358	hsa:54106
ds:H00053	hsa:8013
ds:H00243	hsa:65266
ds:H00868	hsa:9241
ds:H01097	hsa:23431
ds:H01396	hsa:57674
ds:H00891	hsa:79731
ds:H01075	hsa:5080
ds:H00281	hsa:2720
ds:H00119	hsa:25839
ds:H00960	hsa:6935
ds:H00079	hsa:3566
ds:H01358	hsa:7097
ds:H00748	hsa:3759
ds:H00876	hsa:27030
ds:H00865	hsa:2733
ds:H00043	hsa:2026
ds:H00409	hsa:56999
ds:H00512	hsa:3767
ds:H00013	hsa:7157
ds:H01906	hsa:374393
ds:H00256	hsa:4158
ds:H01667	hsa:6608
ds:H00605	hsa:375611
ds:H00508	hsa:5745
ds:H00866	hsa:136647
ds:H00897	hsa:7443
ds:H00480	hsa:84061
ds:H01601	hsa:4869
ds:H00266	hsa:65055
ds:H01450	hsa:6505
ds:H00294	hsa:2218
ds:H00564	hsa:64446
ds:H00342	hsa:4153
ds:H01568	hsa:9897
ds:H01738	hsa:8036
ds:H00530	hsa:54806
ds:H00530	hsa:65250
ds:H01659	hsa:79092
ds:H00608	hsa:6716
ds:H00978	hsa:861
ds:H00120	hsa:2218
ds:H00254	hsa:2690
ds:H00718	hsa:64324
ds:H01773	hsa:7468
ds:H00409	hsa:3784
ds:H00624	hsa:80270
ds:H00734	hsa:242
ds:H00022	hsa:2261
ds:H00615	hsa:93650
ds:H00557	hsa:10516
ds:H00292	hsa:7414
ds:H00447	hsa:3930
ds:H01033	hsa:1080
ds:H00031	hsa:675
ds:H00130	hsa:2799
ds:H00017	hsa:5743
ds:H00651	hsa:10913
ds:H01189	hsa:6888
ds:H00168	hsa:7306
ds:H00691	hsa:3848
ds:H00537	hsa:9657
ds:H00220	hsa:2153
ds:H00560	hsa:368
ds:H01887	hsa:10584
ds:H00130	hsa:138050
ds:H00039	hsa:6608
ds:H01728	hsa:23193
ds:H01489	hsa:5277
ds:H00837	hsa:80184
ds:H00272	hsa:285362
ds:H01600	hsa:54832
ds:H01400	hsa:3712
ds:H01360	hsa:2625
ds:H00679	hsa:29920
ds:H01009	hsa:6017
ds:H01613	hsa:8085
ds:H00254	hsa:2688
ds:H00606	hsa:3745
ds:H00713	hsa:1028
ds:H01431	hsa:2778
ds:H01340	hsa:1293
ds:H01492	hsa:10318
ds:H00230	hsa:6521
ds:H01486	hsa:5277
ds:H00493	hsa:2719
ds:H00271	hsa:26128
ds:H00485	hsa:1857
ds:H01200	hsa:493753
ds:H00221	hsa:3998
ds:H00407	hsa:3295
ds:H00604	hsa:7466
ds:H00605	hsa:5172
ds:H00418	hsa:582
ds:H01885	hsa:5296
ds:H00453	hsa:147912
ds:H00831	hsa:6697
ds:H00214	hsa:1758
ds:H01877	hsa:22909
ds:H00050	hsa:3480
ds:H00165	hsa:3242
ds:H00828	hsa:1540
ds:H01557	hsa:2078
ds:H01813	hsa:5813
ds:H00545	hsa:11231
ds:H00292	hsa:7273
ds:H00049	hsa:4288
ds:H00728	hsa:10008
ds:H01119	hsa:5184
ds:H00063	hsa:3752
ds:H00626	hsa:7490
ds:H00746	hsa:779
ds:H01102	hsa:1027
ds:H01760	hsa:2538
ds:H00264	hsa:7879
ds:H01031	hsa:6530
ds:H00481	hsa:6103
ds:H00018	hsa:3845
ds:H00773	hsa:547
ds:H01386	hsa:440
ds:H00506	hsa:5176
ds:H00264	hsa:9896
ds:H01894	hsa:388962
ds:H00252	hsa:359
ds:H00426	hsa:2760
ds:H01217	hsa:133396
ds:H00574	hsa:6197
ds:H00604	hsa:4647
ds:H00773	hsa:81704
ds:H00524	hsa:59341
ds:H00025	hsa:4313
ds:H00897	hsa:5119
ds:H01299	hsa:7012
ds:H00118	hsa:79796
ds:H01282	hsa:6795
ds:H00269	hsa:79648
ds:H00005	hsa:596
ds:H00253	hsa:551
ds:H01202	hsa:2138
ds:H01439	hsa:285955
ds:H01352	hsa:3030
ds:H00236	hsa:54583
ds:H00891	hsa:25821
ds:H01428	hsa:2072
ds:H01741	hsa:5696
ds:H01254	hsa:2147
ds:H00944	hsa:23509
ds:H00992	hsa:22995
ds:H01510	hsa:1910
ds:H00183	hsa:875
ds:H00769	hsa:2743
ds:H00130	hsa:4669
ds:H00558	hsa:92344
ds:H00409	hsa:4544
ds:H00593	hsa:10585
ds:H00728	hsa:55800
ds:H00408	hsa:80018
ds:H00564	hsa:1767
ds:H00057	hsa:51142
ds:H00749	hsa:6507
ds:H00116	hsa:3938
ds:H00027	hsa:672
ds:H01114	hsa:5080
ds:H00910	hsa:2668
ds:H01464	hsa:595
ds:H00239	hsa:6557
ds:H00270	hsa:2316
ds:H01082	hsa:29968
ds:H01205	hsa:1559
ds:H01589	hsa:6584
ds:H01477	hsa:79827
ds:H00639	hsa:1001
ds:H00530	hsa:65062
ds:H00264	hsa:57716
ds:H00516	hsa:5818
ds:H00516	hsa:4524
ds:H00419	hsa:10555
ds:H00768	hsa:8492
ds:H00776	hsa:4935
ds:H00658	hsa:51114
ds:H00265	hsa:4914
ds:H01510	hsa:4288
ds:H00056	hsa:351
ds:H01027	hsa:1413
ds:H01593	hsa:7040
ds:H00223	hsa:3273
ds:H01753	hsa:5447
ds:H00171	hsa:3034
ds:H00028	hsa:4313
ds:H00751	hsa:79809
ds:H00264	hsa:16
ds:H00013	hsa:3880
ds:H00202	hsa:5498
ds:H00008	hsa:7157
ds:H00909	hsa:50945
ds:H00118	hsa:85365
ds:H00667	hsa:10161
ds:H00072	hsa:8050
ds:H00020	hsa:634
ds:H00080	hsa:7056
ds:H01280	hsa:79944
ds:H00036	hsa:4193
ds:H01355	hsa:4539
ds:H01450	hsa:1815
ds:H00288	hsa:4210
ds:H01255	hsa:60
ds:H00907	hsa:79813
ds:H00255	hsa:84634
ds:H00286	hsa:345611
ds:H01355	hsa:4519
ds:H01367	hsa:51520
ds:H00228	hsa:3047
ds:H00800	hsa:7046
ds:H00048	hsa:5728
ds:H00063	hsa:146227
ds:H00058	hsa:10133
ds:H00263	hsa:2737
ds:H00642	hsa:2255
ds:H00035	hsa:6271
ds:H00237	hsa:6235
ds:H00577	hsa:27286
ds:H00527	hsa:50939
ds:H00768	hsa:2898
ds:H00001	hsa:5087
ds:H00606	hsa:2560
ds:H00058	hsa:4744
ds:H01897	hsa:22917
ds:H00615	hsa:54757
ds:H00002	hsa:30012
ds:H01216	hsa:4000
ds:H01161	hsa:1644
ds:H01403	hsa:57492
ds:H00290	hsa:84153
ds:H01403	hsa:6597
ds:H00525	hsa:36
ds:H00041	hsa:2248
ds:H01202	hsa:4284
ds:H01202	hsa:2301
ds:H00527	hsa:5961
ds:H00028	hsa:1082
ds:H01132	hsa:3458
ds:H00593	hsa:6443
ds:H01368	hsa:4514
ds:H00607	hsa:7490
ds:H01713	hsa:100507679
ds:H00737	hsa:9333
ds:H01614	hsa:27235
ds:H00403	hsa:7508
ds:H00106	hsa:710
ds:H00409	hsa:221895
ds:H01778	hsa:1291
ds:H00050	hsa:4288
ds:H00811	hsa:4626
ds:H00618	hsa:1747
ds:H00093	hsa:6786
ds:H01740	hsa:81027
ds:H00529	hsa:112752
ds:H00593	hsa:729920
ds:H00418	hsa:51057
ds:H00107	hsa:4068
ds:H00799	hsa:9342
ds:H01633	hsa:1585
ds:H00478	hsa:4692
ds:H01206	hsa:5340
ds:H00042	hsa:4193
ds:H00482	hsa:9241
ds:H00187	hsa:5009
ds:H01450	hsa:627
ds:H00564	hsa:83861
ds:H01295	hsa:2348
ds:H01203	hsa:1545
ds:H00237	hsa:6165
ds:H00507	hsa:55651
ds:H00287	hsa:9051
ds:H00071	hsa:229
ds:H00264	hsa:4141
ds:H00002	hsa:4297
ds:H00537	hsa:261734
ds:H01635	hsa:3949
ds:H00410	hsa:8462
ds:H01027	hsa:220
ds:H00078	hsa:2896
ds:H00108	hsa:843
ds:H00222	hsa:2244
ds:H01235	hsa:64805
ds:H00005	hsa:472
ds:H00737	hsa:64377
ds:H00021	hsa:960
ds:H00968	hsa:56975
ds:H00003	hsa:861
ds:H00538	hsa:10806
ds:H01027	hsa:5015
ds:H00265	hsa:6335
ds:H00805	hsa:1280
ds:H00294	hsa:3117
ds:H00856	hsa:538
ds:H01470	hsa:3020
ds:H01510	hsa:7015
ds:H00025	hsa:4193
ds:H01556	hsa:84231
ds:H01400	hsa:34
ds:H01777	hsa:3339
ds:H00030	hsa:3845
ds:H00852	hsa:392255
ds:H01216	hsa:6901
ds:H00294	hsa:8048
ds:H01667	hsa:7015
ds:H00606	hsa:1917
ds:H00267	hsa:7546
ds:H00032	hsa:999
ds:H00554	hsa:4851
ds:H00083	hsa:3586
ds:H00420	hsa:3991
ds:H00155	hsa:255738
ds:H01600	hsa:11315
ds:H00019	hsa:6794
ds:H00149	hsa:1201
ds:H01557	hsa:5175
ds:H01510	hsa:7423
ds:H00091	hsa:3559
ds:H00805	hsa:80781
ds:H00038	hsa:4286
ds:H00991	hsa:5116
ds:H00215	hsa:3759
ds:H00952	hsa:7045
ds:H01400	hsa:5091
ds:H00154	hsa:338328
ds:H00607	hsa:1761
ds:H00407	hsa:6342
ds:H00068	hsa:4538
ds:H01282	hsa:317719
ds:H00055	hsa:9134
ds:H00008	hsa:1029
ds:H00409	hsa:6934
ds:H00093	hsa:6890
ds:H00224	hsa:2812
ds:H00599	hsa:2908
ds:H01344	hsa:4683
ds:H00568	hsa:1760
ds:H00593	hsa:9499
ds:H01512	hsa:673
ds:H00679	hsa:84668
ds:H00028	hsa:1956
ds:H00079	hsa:3565
ds:H01466	hsa:149233
ds:H01468	hsa:3126
ds:H00211	hsa:7018
ds:H00604	hsa:71
ds:H00036	hsa:1029
ds:H00054	hsa:596
ds:H00079	hsa:154
ds:H01570	hsa:8622
ds:H00077	hsa:4137
ds:H01273	hsa:5080
ds:H01463	hsa:1030
ds:H01559	hsa:1956
ds:H00256	hsa:23530
ds:H00754	hsa:131118
ds:H00971	hsa:54714
ds:H00604	hsa:5459
ds:H00261	hsa:79583
ds:H00963	hsa:83959
ds:H00595	hsa:11155
ds:H01434	hsa:4179
ds:H01481	hsa:8233
ds:H00021	hsa:7428
ds:H00593	hsa:2218
ds:H00891	hsa:10667
ds:H01035	hsa:3476
ds:H00168	hsa:7299
ds:H00102	hsa:716
ds:H01709	hsa:5243
ds:H01556	hsa:1029
ds:H01709	hsa:1280
ds:H00294	hsa:5664
ds:H00917	hsa:10483
ds:H01919	hsa:170302
ds:H01122	hsa:1438
ds:H01482	hsa:84168
ds:H00586	hsa:3909
ds:H00093	hsa:5897
ds:H00048	hsa:3265
ds:H01509	hsa:3091
ds:H00115	hsa:6476
ds:H00608	hsa:1583
ds:H01109	hsa:6772
ds:H00530	hsa:79809
ds:H01827	hsa:2903
ds:H00102	hsa:714
ds:H00768	hsa:7991
ds:H00604	hsa:7007
ds:H00038	hsa:673
ds:H00481	hsa:2978
ds:H00028	hsa:1436
ds:H00027	hsa:4436
ds:H00082	hsa:3117
ds:H00026	hsa:2099
ds:H00294	hsa:6901
ds:H00848	hsa:23533
ds:H01191	hsa:30009
ds:H01357	hsa:3603
ds:H00625	hsa:1896
ds:H01434	hsa:3075
ds:H00167	hsa:5053
ds:H00068	hsa:4540
ds:H01209	hsa:5456
ds:H00200	hsa:51733
ds:H01911	hsa:79143
ds:H01243	hsa:6908
ds:H00516	hsa:3664
ds:H00956	hsa:7045
ds:H01356	hsa:4540
ds:H01235	hsa:2313
ds:H00480	hsa:5063
ds:H00702	hsa:58
ds:H01877	hsa:51621
ds:H00480	hsa:546
ds:H01356	hsa:4575
ds:H00020	hsa:3845
ds:H01889	hsa:51053
ds:H00900	hsa:2200
ds:H00517	hsa:10683
ds:H01171	hsa:1565
ds:H00977	hsa:2131
ds:H00058	hsa:23435
ds:H00559	hsa:7428
ds:H00625	hsa:4487
ds:H01413	hsa:4851
ds:H00403	hsa:2071
ds:H01552	hsa:1859
ds:H00811	hsa:9427
ds:H01002	hsa:368
ds:H00606	hsa:11284
ds:H00027	hsa:2064
ds:H00094	hsa:641
ds:H00615	hsa:8111
ds:H00713	hsa:64324
ds:H00421	hsa:2588
ds:H00605	hsa:64072
ds:H00604	hsa:4646
ds:H00180	hsa:3141
ds:H00516	hsa:5914
ds:H01911	hsa:8738
ds:H01216	hsa:7139
ds:H00859	hsa:3209
ds:H00875	hsa:220296
ds:H00042	hsa:1029
ds:H00344	hsa:3135
ds:H00815	hsa:55315
ds:H00042	hsa:5154
ds:H01435	hsa:2657
ds:H00257	hsa:8086
ds:H00527	hsa:55975
ds:H00756	hsa:9378
ds:H00568	hsa:7555
ds:H00525	hsa:6584
ds:H01230	hsa:4001
ds:H01487	hsa:9487
ds:H00020	hsa:10297
ds:H01552	hsa:4524
ds:H00117	hsa:9380
ds:H00481	hsa:24
ds:H00173	hsa:3712
ds:H00586	hsa:3918
ds:H01298	hsa:10568
ds:H01354	hsa:4724
ds:H00408	hsa:10666
ds:H00605	hsa:153562
ds:H00608	hsa:3284
ds:H00833	hsa:79152
ds:H00593	hsa:859
ds:H00831	hsa:6513
ds:H00845	hsa:336
ds:H01789	hsa:9894
ds:H00418	hsa:27241
ds:H01355	hsa:4514
ds:H00593	hsa:60684
ds:H00953	hsa:4070
ds:H00086	hsa:7374
ds:H00082	hsa:1081
ds:H00473	hsa:25915
ds:H00720	hsa:3753
ds:H01865	hsa:9935
ds:H01439	hsa:7461
ds:H00605	hsa:253827
ds:H01637	hsa:7391
ds:H00290	hsa:11277
ds:H00408	hsa:5771
ds:H00493	hsa:2132
ds:H00527	hsa:6295
ds:H00651	hsa:1896
ds:H01398	hsa:10166
ds:H00214	hsa:5251
ds:H00167	hsa:5092
ds:H01569	hsa:27125
ds:H00530	hsa:91147
ds:H00606	hsa:2904
ds:H00044	hsa:8626
ds:H00018	hsa:7157
ds:H00237	hsa:6138
ds:H00577	hsa:4983
ds:H00025	hsa:4288
ds:H01899	hsa:161582
ds:H00668	hsa:26873
ds:H01358	hsa:2312
ds:H01702	hsa:2908
ds:H00768	hsa:23325
ds:H00177	hsa:5830
ds:H01793	hsa:23522
ds:H00261	hsa:27077
ds:H00632	hsa:55997
ds:H00056	hsa:5663
ds:H00583	hsa:4281
ds:H01488	hsa:27315
ds:H00436	hsa:8600
ds:H00093	hsa:5993
ds:H00785	hsa:1001
ds:H00787	hsa:4308
ds:H00418	hsa:8195
ds:H00773	hsa:1778
ds:H00699	hsa:6261
ds:H00101	hsa:2539
ds:H00665	hsa:10269
ds:H00268	hsa:7846
ds:H00085	hsa:29760
ds:H01887	hsa:5648
ds:H01439	hsa:8468
ds:H00821	hsa:717
ds:H01613	hsa:2146
ds:H01700	hsa:3972
ds:H01202	hsa:2512
ds:H00891	hsa:60528
ds:H00431	hsa:5167
ds:H00606	hsa:2562
ds:H00178	hsa:2109
ds:H00080	hsa:3594
ds:H00212	hsa:55630
ds:H01208	hsa:283417
ds:H00789	hsa:30813
ds:H00266	hsa:26580
ds:H00668	hsa:2876
ds:H00091	hsa:3718
ds:H00537	hsa:51134
ds:H00084	hsa:3552
ds:H00255	hsa:9394
ds:H00037	hsa:4656
ds:H00631	hsa:25836
ds:H01601	hsa:238
ds:H00586	hsa:1308
ds:H01285	hsa:4548
ds:H01726	hsa:81494
ds:H00024	hsa:2078
ds:H00856	hsa:2617
ds:H01612	hsa:811
ds:H01747	hsa:3265
ds:H00211	hsa:57817
ds:H00556	hsa:55636
ds:H00625	hsa:4054
ds:H00230	hsa:286
ds:H00208	hsa:10599
ds:H01202	hsa:1409
ds:H01185	hsa:351
ds:H01439	hsa:2006
ds:H00028	hsa:4312
ds:H01640	hsa:9968
ds:H00978	hsa:2623
ds:H00437	hsa:8792
ds:H00042	hsa:5156
ds:H00897	hsa:271
ds:H00150	hsa:3920
ds:H00255	hsa:60675
ds:H00019	hsa:675
ds:H00779	hsa:4647
ds:H01307	hsa:5333
ds:H00606	hsa:2906
ds:H00734	hsa:26154
ds:H00015	hsa:1030
ds:H01224	hsa:5078
ds:H00032	hsa:7170
ds:H00135	hsa:2581
ds:H01267	hsa:3033
ds:H00549	hsa:23414
ds:H01486	hsa:23556
ds:H00773	hsa:10369
ds:H01283	hsa:23417
ds:H00421	hsa:3425
ds:H01354	hsa:137682
ds:H01267	hsa:3767
ds:H00796	hsa:3861
ds:H00216	hsa:1583
ds:H01360	hsa:729230
ds:H00473	hsa:4709
ds:H01635	hsa:116519
ds:H01359	hsa:114548
ds:H01022	hsa:2271
ds:H00080	hsa:717
ds:H00038	hsa:7157
ds:H00058	hsa:5216
ds:H00839	hsa:1282
ds:H01027	hsa:652
ds:H00594	hsa:7072
ds:H00615	hsa:265
ds:H00681	hsa:23385
ds:H00837	hsa:3769
ds:H00255	hsa:6870
ds:H01666	hsa:2078
ds:H01292	hsa:4810
ds:H00422	hsa:2517
ds:H00590	hsa:729920
ds:H01513	hsa:9928
ds:H00058	hsa:6647
ds:H01076	hsa:38
ds:H00627	hsa:2516
ds:H00606	hsa:3785
ds:H00020	hsa:4436
ds:H01703	hsa:181
ds:H00058	hsa:9896
ds:H00854	hsa:493856
ds:H00627	hsa:135935
ds:H00421	hsa:2720
ds:H00174	hsa:27249
ds:H00810	hsa:144165
ds:H00881	hsa:11200
ds:H00044	hsa:3856
ds:H01227	hsa:3586
ds:H01492	hsa:3119
ds:H00899	hsa:9056
ds:H01481	hsa:2624
ds:H01733	hsa:7486
ds:H01762	hsa:5213
ds:H00292	hsa:7139
ds:H00057	hsa:23400
ds:H00981	hsa:7274
ds:H01439	hsa:81554
ds:H00228	hsa:546
ds:H00484	hsa:8200
ds:H01214	hsa:6005
ds:H01360	hsa:1234
ds:H01097	hsa:11154
ds:H01492	hsa:3115
ds:H00606	hsa:51741
ds:H00534	hsa:11235
ds:H00647	hsa:81607
ds:H01508	hsa:6928
ds:H01488	hsa:55650
ds:H00022	hsa:2243
