drug_keggId	gene_keggId
dr:D07337	hsa:4129
dr:D03587	hsa:154
dr:D07326	hsa:2564
dr:D08149	hsa:5742
dr:D04748	hsa:3593
dr:D00525	hsa:1129
dr:D01648	hsa:1131
dr:D04427	hsa:462
dr:D04882	hsa:2567
dr:D00112	hsa:480
dr:D02441	hsa:766
dr:D10194	hsa:2559
dr:D01783	hsa:5142
dr:D00499	hsa:2554
dr:D03154	hsa:1723
dr:D01691	hsa:154
dr:D01970	hsa:4311
dr:D03845	hsa:762
dr:D02347	hsa:6262
dr:D01254	hsa:2567
dr:D09847	hsa:483
dr:D03562	hsa:2561
dr:D08305	hsa:1131
dr:D00538	hsa:8913
dr:D05682	hsa:1814
dr:D01835	hsa:154
dr:D10514	hsa:2064
dr:D00725	hsa:285242
dr:D01164	hsa:3356
dr:D02017	hsa:5144
dr:D00124	hsa:155
dr:D02983	hsa:553
dr:D07992	hsa:1636
dr:D09779	hsa:8972
dr:D03546	hsa:23649
dr:D08377	hsa:6331
dr:D00470	hsa:55879
dr:D09587	hsa:347733
dr:D00483	hsa:154
dr:D00557	hsa:55879
dr:D03276	hsa:1131
dr:D06248	hsa:2798
dr:D09980	hsa:10382
dr:D06597	hsa:6869
dr:D00227	hsa:27115
dr:D08283	hsa:2562
dr:D08009	hsa:778
dr:D05772	hsa:3674
dr:D01976	hsa:1129
dr:D08362	hsa:151
dr:D07494	hsa:778
dr:D07218	hsa:3351
dr:D00156	hsa:3290
dr:D09397	hsa:3350
dr:D09635	hsa:2324
dr:D08843	hsa:2740
dr:D09727	hsa:3643
dr:D02760	hsa:3269
dr:D01697	hsa:111
dr:D08235	hsa:1813
dr:D09843	hsa:154
dr:D09981	hsa:2693
dr:D02248	hsa:3357
dr:D02563	hsa:4128
dr:D07214	hsa:7067
dr:D05479	hsa:4846
dr:D01269	hsa:1131
dr:D07214	hsa:7068
dr:D07513	hsa:1132
dr:D08362	hsa:148
dr:D00671	hsa:3269
dr:D00283	hsa:3358
dr:D09783	hsa:3717
dr:D09363	hsa:1268
dr:D01697	hsa:113
dr:D00293	hsa:2564
dr:D02610	hsa:1813
dr:D07131	hsa:79001
dr:D03787	hsa:1621
dr:D04791	hsa:7155
dr:D00653	hsa:759
dr:D02571	hsa:6532
dr:D01196	hsa:763
dr:D01967	hsa:6328
dr:D02115	hsa:1719
dr:D01771	hsa:5137
dr:D08544	hsa:2324
dr:D00777	hsa:2904
dr:D01326	hsa:11280
dr:D01238	hsa:5144
dr:D07962	hsa:6335
dr:D02906	hsa:6334
dr:D07431	hsa:6751
dr:D00706	hsa:2555
dr:D06283	hsa:26279
dr:D03783	hsa:4988
dr:D05452	hsa:1129
dr:D08071	hsa:6532
dr:D00531	hsa:2557
dr:D10464	hsa:7150
dr:D00365	hsa:2557
dr:D04064	hsa:2099
dr:D08435	hsa:6334
dr:D06014	hsa:155
dr:D01688	hsa:231
dr:D01230	hsa:2567
dr:D09959	hsa:3717
dr:D01326	hsa:6334
dr:D05006	hsa:148
dr:D01771	hsa:8622
dr:D02372	hsa:3356
dr:D03155	hsa:2557
dr:D08288	hsa:6532
dr:D00218	hsa:762
dr:D07595	hsa:6336
dr:D01003	hsa:1133
dr:D06285	hsa:2321
dr:D00456	hsa:3359
dr:D08503	hsa:3791
dr:D05637	hsa:147
dr:D00711	hsa:2902
dr:D05228	hsa:147
dr:D10309	hsa:3350
dr:D00646	hsa:1131
dr:D01333	hsa:146
dr:D01965	hsa:148
dr:D04479	hsa:1133
dr:D00697	hsa:2562
dr:D08556	hsa:11261
dr:D02749	hsa:3560
dr:D04824	hsa:3973
dr:D05216	hsa:596
dr:D00841	hsa:4988
dr:D00537	hsa:23632
dr:D00499	hsa:2555
dr:D02202	hsa:1136
dr:D08107	hsa:50487
dr:D10008	hsa:2100
dr:D08870	hsa:51564
dr:D09918	hsa:2902
dr:D02417	hsa:1129
dr:D02103	hsa:6326
dr:D00464	hsa:2564
dr:D08270	hsa:778
dr:D07918	hsa:2099
dr:D08101	hsa:2906
dr:D00738	hsa:6336
dr:D00505	hsa:4129
dr:D10162	hsa:4988
dr:D06106	hsa:2568
dr:D02091	hsa:3269
dr:D09570	hsa:3269
dr:D02641	hsa:1813
dr:D00537	hsa:760
dr:D01175	hsa:1128
dr:D02910	hsa:148
dr:D10563	hsa:2693
dr:D09697	hsa:154
dr:D07823	hsa:1132
dr:D08145	hsa:2567
dr:D04066	hsa:10381
dr:D06656	hsa:2897
dr:D00555	hsa:2563
dr:D00636	hsa:3762
dr:D00903	hsa:5743
dr:D00694	hsa:2565
dr:D05192	hsa:2099
dr:D04095	hsa:6328
dr:D07303	hsa:1133
dr:D01286	hsa:2566
dr:D05637	hsa:146
dr:D08854	hsa:7153
dr:D04488	hsa:1812
dr:D07409	hsa:2568
dr:D00551	hsa:6323
dr:D00696	hsa:2564
dr:D00303	hsa:6334
dr:D05339	hsa:3356
dr:D03087	hsa:1128
dr:D00559	hsa:1814
dr:D00789	hsa:1813
dr:D08297	hsa:3356
dr:D02910	hsa:11280
dr:D08614	hsa:150
dr:D03740	hsa:6530
dr:D02696	hsa:2890
dr:D04292	hsa:43
dr:D09612	hsa:6336
dr:D00131	hsa:219
dr:D00058	hsa:2560
dr:D00737	hsa:6326
dr:D00707	hsa:126
dr:D06669	hsa:2475
dr:D01354	hsa:2563
dr:D01849	hsa:775
dr:D07218	hsa:3355
dr:D00329	hsa:2565
dr:D05775	hsa:6331
dr:D08283	hsa:2554
dr:D02235	hsa:554
dr:D08356	hsa:2559
dr:D00499	hsa:2564
dr:D01758	hsa:2567
dr:D07784	hsa:2562
dr:D03059	hsa:10382
dr:D00421	hsa:1636
dr:D08376	hsa:1128
dr:D00691	hsa:5138
dr:D04268	hsa:4023
dr:D03506	hsa:3356
dr:D04065	hsa:2100
dr:D00688	hsa:154
dr:D01866	hsa:5743
dr:D06001	hsa:10383
dr:D03088	hsa:1131
dr:D06003	hsa:5241
dr:D04768	hsa:2342
dr:D02341	hsa:5742
dr:D06253	hsa:3359
dr:D05096	hsa:3614
dr:D02663	hsa:1813
dr:D01838	hsa:170572
dr:D06308	hsa:203068
dr:D04308	hsa:2902
dr:D01958	hsa:154
dr:D01967	hsa:6329
dr:D03274	hsa:1128
dr:D07089	hsa:5140
dr:D07465	hsa:148
dr:D00227	hsa:5150
dr:D10177	hsa:285
dr:D01292	hsa:2556
dr:D03357	hsa:3460
dr:D00354	hsa:6329
dr:D01017	hsa:146
dr:D01573	hsa:146
dr:D04151	hsa:240
dr:D09587	hsa:203068
dr:D03642	hsa:6915
dr:D04537	hsa:5836
dr:D06086	hsa:367
dr:D08679	hsa:7280
dr:D00304	hsa:2571
dr:D00537	hsa:6331
dr:D00225	hsa:2563
dr:D10316	hsa:5133
dr:D08083	hsa:3695
dr:D08690	hsa:55879
dr:D00193	hsa:1129
dr:D07223	hsa:5241
dr:D01935	hsa:84617
dr:D00824	hsa:6532
dr:D07540	hsa:152
dr:D02729	hsa:590
dr:D05259	hsa:496
dr:D04924	hsa:4986
dr:D00430	hsa:2557
dr:D00653	hsa:768
dr:D03239	hsa:4128
dr:D01450	hsa:6334
dr:D08639	hsa:4988
dr:D08221	hsa:50487
dr:D02197	hsa:347688
dr:D10688	hsa:1019
dr:D06413	hsa:25
dr:D09918	hsa:2904
dr:D00524	hsa:1131
dr:D03742	hsa:2903
dr:D07871	hsa:763
dr:D08147	hsa:2908
dr:D03658	hsa:6714
dr:D05714	hsa:2903
dr:D03264	hsa:1132
dr:D10030	hsa:347688
dr:D02747	hsa:3454
dr:D00291	hsa:554
dr:D03441	hsa:7124
dr:D03742	hsa:2904
dr:D02248	hsa:146
dr:D05474	hsa:5144
dr:D07226	hsa:1133
dr:D07099	hsa:1133
dr:D05230	hsa:6755
dr:D04785	hsa:3674
dr:D09339	hsa:495
dr:D06569	hsa:4160
dr:D10079	hsa:142
dr:D00279	hsa:5465
dr:D02771	hsa:2557
dr:D08883	hsa:3791
dr:D07425	hsa:5137
dr:D10133	hsa:6530
dr:D05529	hsa:10383
dr:D08675	hsa:347733
dr:D02069	hsa:1128
dr:D00715	hsa:1129
dr:D03115	hsa:6093
dr:D02071	hsa:1133
dr:D04882	hsa:2568
dr:D00509	hsa:146
dr:D07931	hsa:155
dr:D07546	hsa:27115
dr:D01328	hsa:2568
dr:D02594	hsa:2566
dr:D02829	hsa:9177
dr:D00532	hsa:55879
dr:D08115	hsa:148
dr:D01745	hsa:1813
dr:D02933	hsa:5139
dr:D00565	hsa:5465
dr:D00951	hsa:5241
dr:D10546	hsa:1128
dr:D00700	hsa:2566
dr:D01520	hsa:3358
dr:D01000	hsa:1129
dr:D07540	hsa:151
dr:D08614	hsa:148
dr:D07800	hsa:2908
dr:D03065	hsa:5159
dr:D01118	hsa:1131
dr:D00312	hsa:2099
dr:D00748	hsa:3559
dr:D03737	hsa:2560
dr:D09569	hsa:3785
dr:D06217	hsa:1131
dr:D10452	hsa:7280
dr:D02587	hsa:480
dr:D00481	hsa:1131
dr:D10355	hsa:3356
dr:D01372	hsa:2568
dr:D09870	hsa:11255
dr:D08476	hsa:2908
dr:D02218	hsa:10846
dr:D09919	hsa:2321
dr:D02117	hsa:2692
dr:D08662	hsa:148
dr:D02612	hsa:1813
dr:D03144	hsa:367
dr:D01019	hsa:151
dr:D07931	hsa:151
dr:D01875	hsa:1131
dr:D10070	hsa:2346
dr:D00196	hsa:43
dr:D08544	hsa:5156
dr:D10364	hsa:3350
dr:D02218	hsa:5137
dr:D08984	hsa:3577
dr:D00549	hsa:2562
dr:D09003	hsa:135
dr:D07511	hsa:1132
dr:D01704	hsa:5143
dr:D10381	hsa:10000
dr:D06132	hsa:5137
dr:D08297	hsa:3269
dr:D00382	hsa:6557
dr:D07147	hsa:478
dr:D01919	hsa:7280
dr:D09325	hsa:915
dr:D03087	hsa:1131
dr:D08881	hsa:5159
dr:D01630	hsa:5142
dr:D08209	hsa:1128
dr:D01310	hsa:2555
dr:D10185	hsa:3350
dr:D00371	hsa:5151
dr:D04882	hsa:2559
dr:D10016	hsa:5241
dr:D09724	hsa:1956
dr:D00241	hsa:9568
dr:D06553	hsa:1803
dr:D01919	hsa:347688
dr:D07181	hsa:155
dr:D10487	hsa:6401
dr:D09018	hsa:4842
dr:D02389	hsa:153
dr:D00695	hsa:2556
dr:D03562	hsa:2564
dr:D07700	hsa:3360
dr:D08375	hsa:5743
dr:D08878	hsa:2260
dr:D00999	hsa:1140
dr:D09679	hsa:7150
dr:D00716	hsa:1131
dr:D01476	hsa:367
dr:D01163	hsa:146
dr:D02290	hsa:5742
dr:D04533	hsa:3352
dr:D06078	hsa:5745
dr:D08101	hsa:2903
dr:D08422	hsa:11280
dr:D10138	hsa:2324
dr:D10546	hsa:1129
dr:D05218	hsa:931
dr:D03250	hsa:3643
dr:D07228	hsa:5021
dr:D00147	hsa:1131
dr:D00403	hsa:1813
dr:D08281	hsa:5241
dr:D08206	hsa:151
dr:D08384	hsa:1131
dr:D04034	hsa:1131
dr:D08125	hsa:7067
dr:D01173	hsa:775
dr:D04970	hsa:1133
dr:D10463	hsa:9475
dr:D08507	hsa:2563
dr:D00131	hsa:217
dr:D02283	hsa:2558
dr:D09365	hsa:5916
dr:D07221	hsa:2099
dr:D08878	hsa:2263
dr:D00600	hsa:147
dr:D05261	hsa:496
dr:D05389	hsa:1441
dr:D02321	hsa:7155
dr:D05649	hsa:154
dr:D07863	hsa:4986
dr:D05230	hsa:6754
dr:D03595	hsa:2908
dr:D07870	hsa:1813
dr:D02617	hsa:2567
dr:D02624	hsa:2554
dr:D02616	hsa:2563
dr:D08923	hsa:1133
dr:D00524	hsa:1128
dr:D00376	hsa:2568
dr:D03744	hsa:2904
dr:D03497	hsa:3693
dr:D08356	hsa:2564
dr:D00717	hsa:1128
dr:D09635	hsa:5156
dr:D02640	hsa:2555
dr:D07866	hsa:347733
dr:D07919	hsa:2099
dr:D04028	hsa:50487
dr:D09753	hsa:1803
dr:D03745	hsa:5972
dr:D02250	hsa:6751
dr:D08283	hsa:2563
dr:D01987	hsa:1131
dr:D08356	hsa:2554
dr:D08679	hsa:10382
dr:D00126	hsa:5743
dr:D00649	hsa:6340
dr:D00563	hsa:3358
dr:D00740	hsa:11280
dr:D00533	hsa:6326
dr:D00293	hsa:2566
dr:D01972	hsa:480
dr:D03899	hsa:7155
dr:D00701	hsa:2554
dr:D00164	hsa:5916
dr:D00152	hsa:1312
dr:D08090	hsa:155
dr:D06517	hsa:6331
dr:D03059	hsa:347733
dr:D02410	hsa:2906
dr:D00695	hsa:2554
dr:D01593	hsa:2568
dr:D00631	hsa:778
dr:D08138	hsa:1146
dr:D00848	hsa:2906
dr:D10305	hsa:6263
dr:D00706	hsa:2562
dr:D07784	hsa:2557
dr:D01297	hsa:1131
dr:D09348	hsa:6850
dr:D02617	hsa:2563
dr:D01500	hsa:1132
dr:D04666	hsa:6752
dr:D07520	hsa:8912
dr:D00426	hsa:148
dr:D06132	hsa:10846
dr:D01564	hsa:2559
dr:D00397	hsa:1128
dr:D08425	hsa:1132
dr:D00138	hsa:1128
dr:D02272	hsa:6334
dr:D01352	hsa:5737
dr:D02218	hsa:50940
dr:D08690	hsa:2568
dr:D10170	hsa:3358
dr:D08864	hsa:185
dr:D01379	hsa:23439
dr:D08840	hsa:2554
dr:D08448	hsa:6326
dr:D00361	hsa:7067
dr:D07148	hsa:146
dr:D08556	hsa:63928
dr:D02983	hsa:554
dr:D00745	hsa:3455
dr:D08432	hsa:3269
dr:D00362	hsa:1636
dr:D01360	hsa:154
dr:D04183	hsa:2159
dr:D00232	hsa:1131
dr:D02252	hsa:2554
dr:D06396	hsa:3359
dr:D01292	hsa:2561
dr:D01279	hsa:2564
dr:D08285	hsa:5241
dr:D08290	hsa:596
dr:D01713	hsa:3269
dr:D05474	hsa:5142
dr:D09692	hsa:142
dr:D02456	hsa:6326
dr:D00397	hsa:1132
dr:D00346	hsa:4128
dr:D04276	hsa:6916
dr:D07489	hsa:154
dr:D02624	hsa:2556
dr:D07148	hsa:150
dr:D07556	hsa:477
dr:D00470	hsa:2558
dr:D10334	hsa:25
dr:D09035	hsa:2891
dr:D01764	hsa:2908
dr:D08122	hsa:2902
dr:D06175	hsa:1131
dr:D01408	hsa:55879
dr:D00603	hsa:153
dr:D00616	hsa:778
dr:D00371	hsa:134
dr:D10604	hsa:5604
dr:D00297	hsa:477
dr:D03823	hsa:43
dr:D08690	hsa:2562
dr:D03753	hsa:1636
dr:D00696	hsa:2567
dr:D00500	hsa:2561
dr:D01268	hsa:2563
dr:D08508	hsa:3356
dr:D05640	hsa:4306
dr:D04529	hsa:5140
dr:D02995	hsa:3356
dr:D02770	hsa:2567
dr:D07099	hsa:1129
dr:D10335	hsa:255738
dr:D01718	hsa:5742
dr:D02767	hsa:3350
dr:D04262	hsa:7155
dr:D08596	hsa:2906
dr:D01111	hsa:6833
dr:D02907	hsa:6329
dr:D00848	hsa:2904
dr:D02622	hsa:3356
dr:D07552	hsa:6334
dr:D01593	hsa:2565
dr:D08914	hsa:203068
dr:D01413	hsa:2100
dr:D00444	hsa:367
dr:D00463	hsa:5743
dr:D07920	hsa:2099
dr:D00147	hsa:1128
dr:D00691	hsa:10846
dr:D02017	hsa:5138
dr:D07941	hsa:6093
dr:D00695	hsa:2568
dr:D06253	hsa:3357
dr:D00329	hsa:2555
dr:D00726	hsa:9177
dr:D03088	hsa:1128
dr:D01715	hsa:231
dr:D06878	hsa:1129
dr:D00267	hsa:2556
dr:D03012	hsa:8435
dr:D09820	hsa:553
dr:D08490	hsa:6323
dr:D02537	hsa:778
dr:D04882	hsa:2561
dr:D07147	hsa:477
dr:D01906	hsa:154
dr:D01293	hsa:2563
dr:D08366	hsa:148
dr:D03260	hsa:8654
dr:D00550	hsa:2562
dr:D06609	hsa:4047
dr:D01385	hsa:5139
dr:D06623	hsa:3356
dr:D04300	hsa:2560
dr:D07218	hsa:3350
dr:D00843	hsa:4986
dr:D07678	hsa:6323
dr:D08619	hsa:6558
dr:D00537	hsa:766
dr:D02692	hsa:2492
dr:D01024	hsa:148
dr:D03547	hsa:3757
dr:D02535	hsa:1133
dr:D06397	hsa:203068
dr:D00376	hsa:2554
dr:D00653	hsa:763
dr:D07867	hsa:200909
dr:D07983	hsa:3156
dr:D10545	hsa:1131
dr:D04028	hsa:5319
dr:D03747	hsa:4023
dr:D10147	hsa:6752
dr:D09791	hsa:2550
dr:D06268	hsa:4988
dr:D00507	hsa:146
dr:D03845	hsa:23632
dr:D07861	hsa:4988
dr:D05648	hsa:153
dr:D10013	hsa:84617
dr:D00225	hsa:2556
dr:D06413	hsa:3815
dr:D00506	hsa:2563
dr:D02969	hsa:6336
dr:D10552	hsa:5294
dr:D08270	hsa:779
dr:D01657	hsa:2556
dr:D01329	hsa:367
dr:D02616	hsa:2562
dr:D07326	hsa:2562
dr:D01278	hsa:2560
dr:D06104	hsa:134
dr:D02881	hsa:5241
dr:D00603	hsa:154
dr:D01173	hsa:776
dr:D06216	hsa:2908
dr:D02149	hsa:152
dr:D01280	hsa:1728
dr:D00311	hsa:2562
dr:D07589	hsa:2904
dr:D01239	hsa:2908
dr:D02103	hsa:6335
dr:D00718	hsa:5136
dr:D00465	hsa:1132
dr:D07705	hsa:6532
dr:D00507	hsa:150
dr:D06104	hsa:5153
dr:D08205	hsa:150
dr:D01408	hsa:2557
dr:D03115	hsa:9475
dr:D00550	hsa:2560
dr:D08491	hsa:5468
dr:D00609	hsa:148
dr:D01512	hsa:155
dr:D07439	hsa:5153
dr:D00109	hsa:5743
dr:D06238	hsa:200895
dr:D09032	hsa:347733
dr:D02248	hsa:1813
dr:D07719	hsa:2908
dr:D02599	hsa:1129
dr:D08485	hsa:3351
dr:D05442	hsa:1376
dr:D00408	hsa:367
dr:D05452	hsa:1128
dr:D08352	hsa:5563
dr:D05380	hsa:2324
dr:D09920	hsa:2260
dr:D00218	hsa:761
dr:D01007	hsa:1128
dr:D09917	hsa:43
dr:D06103	hsa:5150
dr:D01573	hsa:147
dr:D00385	hsa:2908
dr:D10208	hsa:2906
dr:D01648	hsa:1132
dr:D03490	hsa:153
dr:D01468	hsa:1814
dr:D03746	hsa:2902
dr:D01553	hsa:779
dr:D08057	hsa:1812
dr:D00748	hsa:3560
dr:D03471	hsa:6559
dr:D07838	hsa:3350
dr:D00642	hsa:6335
dr:D08215	hsa:6334
dr:D07804	hsa:1128
dr:D01019	hsa:148
dr:D00741	hsa:6331
dr:D01253	hsa:2564
dr:D07089	hsa:5141
dr:D04006	hsa:134
dr:D00631	hsa:3764
dr:D07148	hsa:152
dr:D04790	hsa:1181
dr:D08558	hsa:1813
dr:D08103	hsa:5742
dr:D02910	hsa:6326
dr:D08466	hsa:200909
dr:D02197	hsa:347733
dr:D00732	hsa:6335
dr:D01689	hsa:2908
dr:D03914	hsa:146
dr:D00531	hsa:55879
dr:D02964	hsa:134
dr:D10168	hsa:5599
dr:D00045	hsa:140
dr:D00366	hsa:554
dr:D04490	hsa:5742
dr:D04041	hsa:2100
dr:D09819	hsa:151
dr:D08284	hsa:146
dr:D05442	hsa:776
dr:D09587	hsa:7280
dr:D06308	hsa:81027
dr:D02247	hsa:1132
dr:D00784	hsa:1813
dr:D04028	hsa:5320
dr:D03264	hsa:1128
dr:D05035	hsa:1131
dr:D01399	hsa:4988
dr:D02272	hsa:11280
dr:D01316	hsa:2559
dr:D01161	hsa:2100
dr:D01018	hsa:155
dr:D01328	hsa:55879
dr:D01379	hsa:478
dr:D10434	hsa:10382
dr:D07784	hsa:2555
dr:D03378	hsa:6240
dr:D08192	hsa:150
dr:D07084	hsa:1131
dr:D02577	hsa:3350
dr:D06162	hsa:153
dr:D10120	hsa:496
dr:D09920	hsa:2321
dr:D01071	hsa:2566
dr:D06407	hsa:1956
dr:D06146	hsa:2906
dr:D00426	hsa:146
dr:D05711	hsa:135
dr:D07993	hsa:6331
dr:D09922	hsa:55867
dr:D08387	hsa:154
dr:D01744	hsa:2560
dr:D00365	hsa:2565
dr:D04300	hsa:2559
dr:D08384	hsa:1128
dr:D08981	hsa:7153
dr:D08257	hsa:3356
dr:D03820	hsa:6715
dr:D10073	hsa:84617
dr:D10208	hsa:2904
dr:D08426	hsa:1128
dr:D09671	hsa:5588
dr:D08422	hsa:6336
dr:D02192	hsa:80834
dr:D10195	hsa:6524
dr:D00518	hsa:763
dr:D03301	hsa:2908
dr:D02594	hsa:55879
dr:D02202	hsa:1143
dr:D06309	hsa:347688
dr:D09664	hsa:25
dr:D00696	hsa:2554
dr:D00387	hsa:2563
dr:D00779	hsa:1133
dr:D02594	hsa:2565
dr:D09847	hsa:23439
dr:D08689	hsa:2224
dr:D07443	hsa:5743
dr:D08123	hsa:4988
dr:D01292	hsa:2557
dr:D07058	hsa:2902
dr:D00181	hsa:2147
dr:D08368	hsa:154
dr:D05479	hsa:4843
dr:D00076	hsa:151
dr:D00110	hsa:6334
dr:D02218	hsa:5142
dr:D02645	hsa:1813
dr:D06606	hsa:5743
dr:D01908	hsa:779
dr:D02014	hsa:185
dr:D00499	hsa:2562
dr:D01224	hsa:152
dr:D07867	hsa:3359
dr:D09733	hsa:1956
dr:D00555	hsa:2555
dr:D10137	hsa:3791
dr:D00693	hsa:2560
dr:D10430	hsa:5739
dr:D02212	hsa:1129
dr:D04048	hsa:6336
dr:D00430	hsa:2556
dr:D06357	hsa:367
dr:D03797	hsa:4323
dr:D08344	hsa:9212
dr:D04268	hsa:3931
dr:D06016	hsa:1143
dr:D05529	hsa:84617
dr:D10189	hsa:5294
dr:D00557	hsa:2559
dr:D02042	hsa:5139
dr:D00563	hsa:3356
dr:D00848	hsa:2903
dr:D05106	hsa:2099
dr:D05775	hsa:6335
dr:D03478	hsa:3973
dr:D06655	hsa:2692
dr:D04034	hsa:1813
dr:D01373	hsa:154
dr:D00470	hsa:2567
dr:D08060	hsa:3757
dr:D07547	hsa:3269
dr:D10319	hsa:51564
dr:D06402	hsa:5159
dr:D00555	hsa:2558
dr:D02074	hsa:6532
dr:D01143	hsa:3269
dr:D03891	hsa:154
dr:D00403	hsa:150
dr:D02723	hsa:5731
dr:D00557	hsa:2566
dr:D01691	hsa:153
dr:D05353	hsa:495
dr:D06631	hsa:2100
dr:D07552	hsa:6335
dr:D02721	hsa:5739
dr:D02748	hsa:3455
dr:D08947	hsa:3791
dr:D08207	hsa:151
dr:D00430	hsa:55879
dr:D00642	hsa:6331
dr:D00719	hsa:1132
dr:D05834	hsa:3690
dr:D08638	hsa:1129
dr:D02632	hsa:170572
dr:D02182	hsa:6329
dr:D03744	hsa:2902
dr:D01025	hsa:146
dr:D00537	hsa:2892
dr:D05085	hsa:1241
dr:D07906	hsa:147
dr:D08098	hsa:2905
dr:D00766	hsa:1146
dr:D04882	hsa:2558
dr:D00465	hsa:1129
dr:D07089	hsa:5136
dr:D04496	hsa:2099
dr:D09774	hsa:6915
dr:D00904	hsa:5742
dr:D00232	hsa:1128
dr:D03495	hsa:200909
dr:D04721	hsa:2559
dr:D05535	hsa:1128
dr:D06103	hsa:5138
dr:D03602	hsa:7155
dr:D00586	hsa:367
dr:D00765	hsa:1140
dr:D08870	hsa:83933
dr:D00696	hsa:2556
dr:D05181	hsa:5743
dr:D01500	hsa:1131
dr:D00710	hsa:2572
dr:D00394	hsa:6530
dr:D07147	hsa:480
dr:D04257	hsa:2554
dr:D02616	hsa:2560
dr:D01514	hsa:2556
dr:D08170	hsa:4543
dr:D03195	hsa:153
dr:D02086	hsa:6331
dr:D01786	hsa:3269
dr:D10030	hsa:347733
dr:D00697	hsa:2568
dr:D03898	hsa:5143
dr:D00602	hsa:154
dr:D00999	hsa:1139
dr:D07590	hsa:155
dr:D00628	hsa:7421
dr:D03766	hsa:5054
dr:D00329	hsa:2556
dr:D08195	hsa:2906
dr:D08614	hsa:152
dr:D08397	hsa:3350
dr:D01451	hsa:1129
dr:D09820	hsa:552
dr:D00847	hsa:4988
dr:D02274	hsa:6261
dr:D02007	hsa:7201
dr:D01554	hsa:6334
dr:D08443	hsa:153
dr:D10262	hsa:1803
dr:D08216	hsa:3352
dr:D06878	hsa:1132
dr:D08614	hsa:151
dr:D00150	hsa:185
dr:D07678	hsa:6335
dr:D00284	hsa:4158
dr:D07871	hsa:766
dr:D08122	hsa:2906
dr:D03496	hsa:285242
dr:D00725	hsa:3359
dr:D08421	hsa:6331
dr:D00531	hsa:2555
dr:D01355	hsa:4988
dr:D08844	hsa:3455
dr:D02182	hsa:6530
dr:D01372	hsa:2557
dr:D01926	hsa:1129
dr:D01554	hsa:11280
dr:D05727	hsa:6916
dr:D00550	hsa:2565
dr:D07301	hsa:1132
dr:D05628	hsa:1128
dr:D08207	hsa:152
dr:D00059	hsa:1812
dr:D02771	hsa:2565
dr:D00512	hsa:6326
dr:D01464	hsa:2908
dr:D07425	hsa:5150
dr:D05006	hsa:146
dr:D10488	hsa:59350
dr:D02365	hsa:7498
dr:D02617	hsa:2564
dr:D08481	hsa:2568
dr:D10079	hsa:10038
dr:D04219	hsa:2908
dr:D08085	hsa:4129
dr:D02603	hsa:1131
dr:D07578	hsa:7421
dr:D08966	hsa:148
dr:D07546	hsa:5153
dr:D02018	hsa:2099
dr:D00537	hsa:2898
dr:D03937	hsa:1812
dr:D07349	hsa:1128
dr:D02364	hsa:1142
dr:D10630	hsa:3717
dr:D00533	hsa:6335
dr:D08667	hsa:7915
dr:D08251	hsa:367
dr:D00686	hsa:154
dr:D00252	hsa:6335
dr:D00655	hsa:765
dr:D06068	hsa:2475
dr:D08100	hsa:2902
dr:D08394	hsa:6328
dr:D08680	hsa:10381
dr:D00532	hsa:2557
dr:D01593	hsa:2555
dr:D09718	hsa:5580
dr:D00649	hsa:6338
dr:D01747	hsa:7155
dr:D10029	hsa:10381
dr:D08448	hsa:11280
dr:D10382	hsa:207
dr:D10019	hsa:51564
dr:D03021	hsa:29947
dr:D10819	hsa:7422
dr:D00089	hsa:5021
dr:D00789	hsa:3357
dr:D08511	hsa:152
dr:D02970	hsa:5578
dr:D08305	hsa:1129
dr:D03415	hsa:148
dr:D00961	hsa:367
dr:D00707	hsa:125
dr:D00295	hsa:3274
dr:D08182	hsa:4985
dr:D00187	hsa:7421
dr:D09819	hsa:3358
dr:D03591	hsa:1395
dr:D02441	hsa:771
dr:D00608	hsa:146
dr:D01133	hsa:5139
dr:D09758	hsa:3757
dr:D02780	hsa:2906
dr:D02017	hsa:5150
dr:D00370	hsa:2563
dr:D00389	hsa:367
dr:D04720	hsa:5139
dr:D01165	hsa:1128
dr:D07701	hsa:3357
dr:D01278	hsa:2559
dr:D01316	hsa:2556
dr:D03898	hsa:5144
dr:D10030	hsa:10381
dr:D01520	hsa:151
dr:D03353	hsa:462
dr:D01744	hsa:2555
dr:D00691	hsa:5150
dr:D01310	hsa:2563
dr:D02417	hsa:1132
dr:D07868	hsa:1813
dr:D07784	hsa:2566
dr:D00718	hsa:27115
dr:D07880	hsa:6530
dr:D07993	hsa:6329
dr:D00997	hsa:151
dr:D06517	hsa:6329
dr:D00723	hsa:1129
dr:D09670	hsa:92
dr:D08870	hsa:8841
dr:D00387	hsa:2565
dr:D00710	hsa:18
dr:D00506	hsa:2562
dr:D02696	hsa:2892
dr:D08354	hsa:79001
dr:D07854	hsa:3269
dr:D00354	hsa:6328
dr:D01621	hsa:5916
dr:D05466	hsa:146
dr:D01172	hsa:3269
dr:D01025	hsa:155
dr:D00696	hsa:2563
dr:D01268	hsa:2567
dr:D09689	hsa:2066
dr:D06407	hsa:3791
dr:D05832	hsa:154
dr:D01278	hsa:2561
dr:D00378	hsa:154
dr:D08692	hsa:1813
dr:D10190	hsa:2324
dr:D08690	hsa:2567
dr:D00700	hsa:2564
dr:D03830	hsa:779
