drug_keggId	gene_keggId
dr:D02283	hsa:2567
dr:D00996	hsa:147
dr:D07510	hsa:462
dr:D09797	hsa:5021
dr:D10322	hsa:51564
dr:D00147	hsa:1129
dr:D00225	hsa:2562
dr:D03163	hsa:5742
dr:D05183	hsa:5646
dr:D00227	hsa:10846
dr:D05113	hsa:4986
dr:D00293	hsa:2567
dr:D07946	hsa:1812
dr:D06106	hsa:2556
dr:D07878	hsa:3269
dr:D02624	hsa:2560
dr:D00791	hsa:1813
dr:D10452	hsa:203068
dr:D03775	hsa:1636
dr:D10313	hsa:6524
dr:D00722	hsa:1133
dr:D04882	hsa:2554
dr:D06206	hsa:3757
dr:D05479	hsa:4842
dr:D04532	hsa:146
dr:D10028	hsa:3695
dr:D00625	hsa:2595
dr:D00563	hsa:151
dr:D06001	hsa:84617
dr:D01293	hsa:2556
dr:D08429	hsa:2908
dr:D00693	hsa:2568
dr:D01604	hsa:779
dr:D10396	hsa:2324
dr:D05649	hsa:153
dr:D10181	hsa:1132
dr:D01630	hsa:5144
dr:D08138	hsa:1137
dr:D01621	hsa:5914
dr:D00255	hsa:153
dr:D00693	hsa:2556
dr:D02969	hsa:6326
dr:D00889	hsa:3156
dr:D07546	hsa:5141
dr:D00506	hsa:2558
dr:D02074	hsa:6530
dr:D03735	hsa:6646
dr:D05442	hsa:779
dr:D00107	hsa:11261
dr:D10128	hsa:11255
dr:D02182	hsa:6335
dr:D10322	hsa:9734
dr:D08308	hsa:150
dr:D07089	hsa:5151
dr:D08662	hsa:147
dr:D00506	hsa:2565
dr:D00477	hsa:6334
dr:D04026	hsa:153
dr:D00679	hsa:146
dr:D05827	hsa:4161
dr:D07477	hsa:1132
dr:D00506	hsa:55879
dr:D02098	hsa:6329
dr:D01077	hsa:1132
dr:D03699	hsa:4306
dr:D04282	hsa:2554
dr:D05380	hsa:3815
dr:D00425	hsa:5742
dr:D01245	hsa:2557
dr:D08181	hsa:6329
dr:D09865	hsa:3815
dr:D10200	hsa:6524
dr:D01657	hsa:2559
dr:D00549	hsa:2564
dr:D00740	hsa:6329
dr:D03767	hsa:1636
dr:D00997	hsa:152
dr:D08394	hsa:11280
dr:D01134	hsa:6716
dr:D07140	hsa:6915
dr:D01453	hsa:134
dr:D00999	hsa:1146
dr:D01245	hsa:2564
dr:D08598	hsa:154
dr:D10419	hsa:4843
dr:D04131	hsa:2890
dr:D04300	hsa:2556
dr:D01453	hsa:135
dr:D03942	hsa:1719
dr:D09980	hsa:81027
dr:D06234	hsa:146
dr:D03651	hsa:2057
dr:D05096	hsa:3615
dr:D00680	hsa:3354
dr:D00110	hsa:6329
dr:D08233	hsa:4988
dr:D01408	hsa:2568
dr:D10194	hsa:2566
dr:D02729	hsa:1813
dr:D09215	hsa:6323
dr:D09758	hsa:3784
dr:D03037	hsa:3757
dr:D10514	hsa:1956
dr:D09639	hsa:6300
dr:D02197	hsa:203068
dr:D00298	hsa:480
dr:D07874	hsa:146
dr:D07305	hsa:151
dr:D00678	hsa:170572
dr:D00715	hsa:1131
dr:D08449	hsa:153
dr:D04882	hsa:2556
dr:D02095	hsa:4986
dr:D01740	hsa:2566
dr:D00267	hsa:2561
dr:D01657	hsa:2560
dr:D08679	hsa:347688
dr:D07272	hsa:1134
dr:D09359	hsa:3350
dr:D09755	hsa:10381
dr:D01238	hsa:5140
dr:D00500	hsa:2555
dr:D01020	hsa:148
dr:D02364	hsa:1143
dr:D08099	hsa:3356
dr:D01238	hsa:5137
dr:D00537	hsa:55879
dr:D04888	hsa:148
dr:D09752	hsa:1128
dr:D07603	hsa:5139
dr:D02182	hsa:6326
dr:D09332	hsa:50615
dr:D02603	hsa:1133
dr:D04066	hsa:6716
dr:D08682	hsa:1728
dr:D01000	hsa:1128
dr:D07603	hsa:5144
dr:D03492	hsa:6336
dr:D07520	hsa:3784
dr:D09919	hsa:5979
dr:D06517	hsa:6326
dr:D10075	hsa:3579
dr:D06656	hsa:2892
dr:D01405	hsa:146
dr:D02045	hsa:776
dr:D09032	hsa:203068
dr:D09760	hsa:5742
dr:D07866	hsa:84617
dr:D00531	hsa:2563
dr:D04683	hsa:3350
dr:D04126	hsa:185
dr:D09336	hsa:2798
dr:D02408	hsa:6532
dr:D07465	hsa:147
dr:D02398	hsa:84617
dr:D04882	hsa:2563
dr:D02640	hsa:2561
dr:D05827	hsa:4159
dr:D01674	hsa:146
dr:D02385	hsa:3767
dr:D00563	hsa:152
dr:D06213	hsa:5739
dr:D03503	hsa:3274
dr:D06637	hsa:55869
dr:D10170	hsa:6570
dr:D08187	hsa:6532
dr:D00284	hsa:4159
dr:D09033	hsa:5535
dr:D00552	hsa:6323
dr:D01152	hsa:6323
dr:D00623	hsa:1636
dr:D00659	hsa:3269
dr:D00124	hsa:148
dr:D03891	hsa:1816
dr:D04190	hsa:155
dr:D04300	hsa:2563
dr:D01846	hsa:1806
dr:D02381	hsa:80834
dr:D07662	hsa:3269
dr:D06397	hsa:10381
dr:D06305	hsa:347733
dr:D05033	hsa:4129
dr:D00532	hsa:2563
dr:D01408	hsa:2565
dr:D03551	hsa:2100
dr:D05529	hsa:81027
dr:D01324	hsa:3269
dr:D03658	hsa:3932
dr:D03665	hsa:1789
dr:D00691	hsa:5136
dr:D02300	hsa:140
dr:D02770	hsa:2559
dr:D07776	hsa:7155
dr:D07826	hsa:2100
dr:D05277	hsa:154
dr:D01554	hsa:6329
dr:D01408	hsa:2562
dr:D09397	hsa:1814
dr:D01245	hsa:2554
dr:D07892	hsa:1636
dr:D00767	hsa:1146
dr:D04104	hsa:5241
dr:D09935	hsa:598
dr:D03692	hsa:2147
dr:D08241	hsa:2798
dr:D01547	hsa:5743
dr:D00431	hsa:6559
dr:D01064	hsa:7298
dr:D07940	hsa:1588
dr:D01554	hsa:6331
dr:D04034	hsa:3357
dr:D06283	hsa:8399
dr:D01293	hsa:55879
dr:D00669	hsa:3269
dr:D07603	hsa:134
dr:D10129	hsa:11255
dr:D10566	hsa:6752
dr:D00376	hsa:2558
dr:D08389	hsa:1129
dr:D00808	hsa:6262
dr:D04043	hsa:7099
dr:D07520	hsa:478
dr:D06132	hsa:5151
dr:D07967	hsa:2908
dr:D09385	hsa:56603
dr:D08638	hsa:1133
dr:D05012	hsa:1133
dr:D07962	hsa:6328
dr:D00308	hsa:1813
dr:D08430	hsa:1813
dr:D08368	hsa:150
dr:D08129	hsa:7067
dr:D03891	hsa:1814
dr:D03562	hsa:2560
dr:D02066	hsa:153
dr:D03449	hsa:154
dr:D07439	hsa:8622
dr:D02292	hsa:1144
dr:D03274	hsa:1813
dr:D03502	hsa:154
dr:D00700	hsa:2565
dr:D03693	hsa:3269
dr:D00457	hsa:2554
dr:D06596	hsa:4860
dr:D00227	hsa:5140
dr:D00700	hsa:55879
dr:D00751	hsa:2908
dr:D02456	hsa:6335
dr:D02770	hsa:2561
dr:D07805	hsa:6532
dr:D05343	hsa:9177
dr:D00680	hsa:148
dr:D02253	hsa:2561
dr:D07700	hsa:3351
dr:D02897	hsa:6531
dr:D02441	hsa:763
dr:D01953	hsa:2099
dr:D00550	hsa:2561
dr:D01512	hsa:153
dr:D05006	hsa:147
dr:D08040	hsa:11255
dr:D09660	hsa:1956
dr:D00451	hsa:3351
dr:D01635	hsa:154
dr:D00655	hsa:11238
dr:D00058	hsa:9568
dr:D09690	hsa:1956
dr:D08458	hsa:6331
dr:D05775	hsa:6323
dr:D01939	hsa:3358
dr:D03914	hsa:778
dr:D05744	hsa:5143
dr:D06402	hsa:2324
dr:D08619	hsa:6557
dr:D07143	hsa:2147
dr:D07961	hsa:10846
dr:D06674	hsa:5321
dr:D01469	hsa:153
dr:D05276	hsa:1131
dr:D01347	hsa:148
dr:D10254	hsa:5743
dr:D00528	hsa:5142
dr:D01220	hsa:27115
dr:D00555	hsa:2568
dr:D04490	hsa:5743
dr:D00123	hsa:219
dr:D03647	hsa:5563
dr:D07124	hsa:148
dr:D08964	hsa:2891
dr:D00303	hsa:6326
dr:D09997	hsa:1814
dr:D00604	hsa:152
dr:D00549	hsa:2556
dr:D00528	hsa:135
dr:D07326	hsa:2561
dr:D08507	hsa:2565
dr:D08215	hsa:6329
dr:D07555	hsa:480
dr:D05418	hsa:1128
dr:D06285	hsa:5159
dr:D01967	hsa:11280
dr:D08507	hsa:55879
dr:D02587	hsa:483
dr:D05677	hsa:1813
dr:D09970	hsa:3716
dr:D01510	hsa:2908
dr:D00430	hsa:2560
dr:D01340	hsa:4988
dr:D08377	hsa:6335
dr:D02605	hsa:1813
dr:D08653	hsa:1132
dr:D10180	hsa:1133
dr:D01855	hsa:554
dr:D09920	hsa:3791
dr:D08860	hsa:5143
dr:D00464	hsa:2566
dr:D00792	hsa:1813
dr:D00640	hsa:6326
dr:D00552	hsa:6334
dr:D01152	hsa:6334
dr:D00732	hsa:6336
dr:D07837	hsa:148
dr:D00555	hsa:2556
dr:D02910	hsa:6331
dr:D04720	hsa:5140
dr:D04157	hsa:154
dr:D06253	hsa:285242
dr:D06087	hsa:367
dr:D07496	hsa:153
dr:D00532	hsa:2568
dr:D00752	hsa:3615
dr:D07941	hsa:9475
dr:D00457	hsa:2556
dr:D04721	hsa:2558
dr:D02577	hsa:3357
dr:D01538	hsa:1132
dr:D03800	hsa:4318
dr:D05738	hsa:3356
dr:D07477	hsa:1128
dr:D10309	hsa:3356
dr:D10017	hsa:5742
dr:D06606	hsa:5742
dr:D02202	hsa:1139
dr:D00636	hsa:3767
dr:D08435	hsa:6326
dr:D01201	hsa:1131
dr:D06162	hsa:155
dr:D00045	hsa:134
dr:D01442	hsa:2908
dr:D07871	hsa:11238
dr:D03350	hsa:2064
dr:D10157	hsa:10038
dr:D05442	hsa:1374
dr:D03274	hsa:3269
dr:D01220	hsa:10846
dr:D02846	hsa:10800
dr:D00231	hsa:5140
dr:D04672	hsa:2099
dr:D01477	hsa:3269
dr:D07826	hsa:2099
dr:D01132	hsa:5914
dr:D00639	hsa:6329
dr:D01453	hsa:5139
dr:D01697	hsa:108
dr:D09938	hsa:834
dr:D09671	hsa:5583
dr:D08124	hsa:154
dr:D00499	hsa:2560
dr:D00125	hsa:7153
dr:D02640	hsa:2557
dr:D01278	hsa:55879
dr:D09976	hsa:3356
dr:D01328	hsa:2563
dr:D00116	hsa:2642
dr:D03076	hsa:1131
dr:D00700	hsa:2557
dr:D01278	hsa:2565
dr:D08212	hsa:148
dr:D06104	hsa:5139
dr:D02217	hsa:2099
dr:D09215	hsa:6328
dr:D00776	hsa:150
dr:D08209	hsa:1129
dr:D09903	hsa:3693
dr:D02616	hsa:2556
dr:D04316	hsa:5241
dr:D00403	hsa:147
dr:D02108	hsa:6752
dr:D07447	hsa:6338
dr:D00141	hsa:5742
dr:D01783	hsa:5144
dr:D06304	hsa:84617
dr:D03650	hsa:7941
dr:D02427	hsa:6833
dr:D02347	hsa:6261
dr:D00960	hsa:1588
dr:D03742	hsa:2906
dr:D08209	hsa:1133
dr:D02906	hsa:6335
dr:D10780	hsa:2891
dr:D00058	hsa:2559
dr:D10319	hsa:79885
dr:D01025	hsa:154
dr:D07713	hsa:154
dr:D01984	hsa:495
dr:D07218	hsa:3359
dr:D10697	hsa:6531
dr:D10319	hsa:10014
dr:D03475	hsa:3269
dr:D08052	hsa:5241
dr:D00500	hsa:2557
dr:D00836	hsa:4986
dr:D00819	hsa:3356
dr:D02587	hsa:482
dr:D01196	hsa:23632
dr:D00691	hsa:5137
dr:D07306	hsa:2902
dr:D03657	hsa:8654
dr:D07326	hsa:2566
dr:D04063	hsa:2100
dr:D01246	hsa:6559
dr:D04543	hsa:3643
dr:D01085	hsa:83756
dr:D08216	hsa:3351
dr:D00719	hsa:1131
dr:D03970	hsa:1128
dr:D00087	hsa:6051
dr:D09920	hsa:2263
dr:D01902	hsa:3356
dr:D08693	hsa:1812
dr:D07425	hsa:5136
dr:D01408	hsa:2563
dr:D00124	hsa:154
dr:D03679	hsa:2903
dr:D01273	hsa:2908
dr:D02017	hsa:5143
dr:D10321	hsa:3065
dr:D05663	hsa:6531
dr:D01935	hsa:347688
dr:D10642	hsa:7150
dr:D08045	hsa:4988
dr:D02102	hsa:2906
dr:D00763	hsa:1145
dr:D00454	hsa:3357
dr:D05036	hsa:1441
dr:D03713	hsa:6532
dr:D00426	hsa:147
dr:D03737	hsa:2559
dr:D04184	hsa:148
dr:D04116	hsa:1131
dr:D10546	hsa:1133
dr:D06192	hsa:1128
dr:D08279	hsa:25
dr:D01691	hsa:155
dr:D01328	hsa:2558
dr:D00280	hsa:2568
dr:D08982	hsa:147
dr:D02250	hsa:6754
dr:D01238	hsa:5143
dr:D05006	hsa:155
dr:D07866	hsa:10382
dr:D08907	hsa:2324
dr:D01771	hsa:50940
dr:D08378	hsa:5468
dr:D00639	hsa:6326
dr:D00518	hsa:765
dr:D10199	hsa:6530
dr:D02771	hsa:2568
dr:D00358	hsa:6331
dr:D01230	hsa:2557
dr:D04888	hsa:153
dr:D00371	hsa:5139
dr:D02350	hsa:5743
dr:D01165	hsa:1131
dr:D08421	hsa:6326
dr:D02236	hsa:1812
dr:D06273	hsa:1128
dr:D01004	hsa:1133
dr:D03214	hsa:1813
dr:D08669	hsa:1137
dr:D00370	hsa:2557
dr:D09625	hsa:1803
dr:D05024	hsa:8912
dr:D00457	hsa:2562
dr:D08679	hsa:81027
dr:D08561	hsa:3350
dr:D00714	hsa:2565
dr:D00492	hsa:1134
dr:D09879	hsa:1234
dr:D09864	hsa:3815
dr:D01896	hsa:5140
dr:D07993	hsa:6336
dr:D07451	hsa:155
dr:D06307	hsa:84617
dr:D03516	hsa:5144
dr:D09367	hsa:1137
dr:D02109	hsa:151
dr:D05714	hsa:2902
dr:D01453	hsa:5141
dr:D09760	hsa:5743
dr:D02500	hsa:51284
dr:D07100	hsa:7153
dr:D00411	hsa:10800
dr:D06103	hsa:50940
dr:D01315	hsa:1132
dr:D02102	hsa:2904
dr:D09723	hsa:2740
dr:D04024	hsa:2064
dr:D10773	hsa:29126
dr:D01001	hsa:43
dr:D08322	hsa:147
dr:D00513	hsa:153
dr:D00500	hsa:55879
dr:D01712	hsa:8622
dr:D10079	hsa:143
dr:D05209	hsa:5241
dr:D00500	hsa:2565
dr:D00584	hsa:7298
dr:D08507	hsa:2560
dr:D08840	hsa:2563
dr:D08947	hsa:2321
dr:D08937	hsa:624
dr:D03494	hsa:1813
dr:D07129	hsa:3359
dr:D09569	hsa:9132
dr:D01356	hsa:6833
dr:D07595	hsa:6326
dr:D05200	hsa:6530
dr:D10616	hsa:5293
dr:D00557	hsa:2558
dr:D06401	hsa:6559
dr:D00472	hsa:2908
dr:D08094	hsa:590
dr:D00758	hsa:1140
dr:D04314	hsa:3350
dr:D10471	hsa:2159
dr:D05008	hsa:9177
dr:D05127	hsa:153
dr:D00218	hsa:763
dr:D07973	hsa:2908
dr:D08946	hsa:338
dr:D08221	hsa:26279
dr:D05263	hsa:7124
dr:D07175	hsa:9177
dr:D09886	hsa:1815
dr:D08206	hsa:153
dr:D02118	hsa:2642
dr:D09587	hsa:10381
dr:D10355	hsa:3350
dr:D08074	hsa:153
dr:D01522	hsa:1813
dr:D09367	hsa:1141
dr:D08463	hsa:496
dr:D00520	hsa:3269
dr:D05374	hsa:6532
dr:D00774	hsa:1131
dr:D02017	hsa:27115
dr:D00507	hsa:147
dr:D01554	hsa:6326
dr:D00058	hsa:2567
dr:D00537	hsa:2559
dr:D01310	hsa:2561
dr:D08216	hsa:3356
dr:D01377	hsa:1129
dr:D07349	hsa:1132
dr:D08138	hsa:8973
dr:D07887	hsa:3351
dr:D00687	hsa:154
dr:D03621	hsa:3269
dr:D10001	hsa:1901
dr:D00710	hsa:8913
dr:D02976	hsa:154
dr:D01788	hsa:5743
dr:D08309	hsa:150
dr:D01948	hsa:2908
dr:D07443	hsa:5742
dr:D10466	hsa:496
dr:D00456	hsa:285242
dr:D02275	hsa:1145
dr:D10208	hsa:2903
dr:D09614	hsa:5732
dr:D01952	hsa:151
dr:D08578	hsa:147
dr:D07516	hsa:5743
dr:D01002	hsa:1131
dr:D00631	hsa:3741
dr:D03736	hsa:6300
dr:D07552	hsa:6323
dr:D08861	hsa:9568
dr:D00370	hsa:2566
dr:D00304	hsa:8911
dr:D08626	hsa:6532
dr:D00284	hsa:4157
dr:D10405	hsa:5604
dr:D08162	hsa:5743
dr:D03562	hsa:2562
dr:D00550	hsa:2563
dr:D08448	hsa:6335
dr:D10799	hsa:5027
dr:D01468	hsa:1813
dr:D03891	hsa:1815
dr:D07589	hsa:2902
dr:D02981	hsa:154
dr:D09375	hsa:3320
dr:D09587	hsa:10383
dr:D01044	hsa:1813
dr:D04162	hsa:5915
dr:D00528	hsa:5140
dr:D07201	hsa:2908
dr:D06353	hsa:170572
dr:D05466	hsa:148
dr:D08862	hsa:83756
dr:D08394	hsa:6326
dr:D01220	hsa:6916
dr:D07976	hsa:1812
dr:D08448	hsa:6331
dr:D00655	hsa:763
dr:D10184	hsa:3350
dr:D02182	hsa:6532
dr:D02292	hsa:1145
dr:D06546	hsa:5745
dr:D09868	hsa:1017
dr:D00138	hsa:1132
dr:D00365	hsa:2568
dr:D00700	hsa:2555
dr:D02410	hsa:2905
dr:D00378	hsa:153
dr:D05997	hsa:6530
dr:D06569	hsa:4159
dr:D02624	hsa:2562
dr:D02283	hsa:2568
dr:D00532	hsa:2560
dr:D07820	hsa:1131
dr:D03087	hsa:1129
dr:D04028	hsa:5408
dr:D10029	hsa:10382
dr:D10443	hsa:6530
dr:D02017	hsa:10846
dr:D08465	hsa:2100
dr:D03088	hsa:1133
dr:D01972	hsa:478
dr:D07993	hsa:6328
dr:D08098	hsa:2903
dr:D07595	hsa:11280
dr:D02283	hsa:2566
dr:D10138	hsa:7010
dr:D02537	hsa:3784
dr:D08662	hsa:146
dr:D01967	hsa:6331
dr:D09749	hsa:3359
dr:D08418	hsa:1129
dr:D00718	hsa:5137
dr:D09752	hsa:1132
dr:D04079	hsa:6557
dr:D06309	hsa:347733
dr:D01051	hsa:3356
dr:D00815	hsa:6532
dr:D00518	hsa:760
dr:D00944	hsa:5563
dr:D02910	hsa:3760
dr:D00387	hsa:55879
dr:D00481	hsa:1129
dr:D07417	hsa:4159
dr:D08009	hsa:779
dr:D01955	hsa:1132
dr:D00732	hsa:6331
dr:D00500	hsa:2568
dr:D00887	hsa:3156
dr:D09621	hsa:8654
dr:D05015	hsa:3357
dr:D02364	hsa:8973
dr:D06652	hsa:3764
dr:D07481	hsa:9177
dr:D08511	hsa:3358
dr:D01372	hsa:2563
dr:D04061	hsa:2100
dr:D08174	hsa:2902
dr:D00789	hsa:1133
dr:D03737	hsa:2565
dr:D07148	hsa:147
dr:D01573	hsa:153
dr:D00949	hsa:5241
dr:D05429	hsa:5138
dr:D05025	hsa:367
dr:D09694	hsa:3360
dr:D02357	hsa:3356
dr:D01463	hsa:1131
dr:D08935	hsa:1141
dr:D07520	hsa:3741
dr:D10017	hsa:5743
dr:D04641	hsa:135
dr:D00714	hsa:2563
dr:D04501	hsa:6915
dr:D07519	hsa:1733
dr:D02212	hsa:1131
dr:D01769	hsa:81027
dr:D01838	hsa:3359
dr:D06329	hsa:153
dr:D09402	hsa:1133
dr:D00999	hsa:1131
dr:D02034	hsa:3358
dr:D00549	hsa:2557
dr:D08004	hsa:3816
dr:D01309	hsa:7298
dr:D04783	hsa:7155
dr:D01477	hsa:3357
dr:D00349	hsa:779
dr:D01328	hsa:2561
dr:D00232	hsa:1132
dr:D03881	hsa:153
dr:D06103	hsa:5143
dr:D01292	hsa:2555
dr:D03274	hsa:3356
dr:D01989	hsa:2099
dr:D00371	hsa:27115
dr:D02860	hsa:5731
dr:D05480	hsa:5532
dr:D00680	hsa:152
dr:D00512	hsa:6331
dr:D01617	hsa:2100
dr:D02697	hsa:7155
dr:D00691	hsa:5142
dr:D05513	hsa:5743
dr:D01675	hsa:5743
dr:D00798	hsa:1813
dr:D00737	hsa:6329
dr:D00311	hsa:2558
dr:D10594	hsa:7201
dr:D00615	hsa:779
dr:D00555	hsa:2557
dr:D05333	hsa:10381
dr:D08116	hsa:6328
dr:D08481	hsa:2559
dr:D08207	hsa:3352
dr:D02724	hsa:5737
dr:D07556	hsa:23439
dr:D05476	hsa:154
dr:D01173	hsa:778
dr:D00110	hsa:6335
dr:D01455	hsa:6331
dr:D01026	hsa:154
dr:D06678	hsa:5979
dr:D07862	hsa:3269
dr:D02995	hsa:3350
dr:D00643	hsa:11280
dr:D01277	hsa:147
dr:D04038	hsa:1813
dr:D00345	hsa:6559
dr:D09794	hsa:155
dr:D03163	hsa:5743
dr:D00564	hsa:1728
dr:D05014	hsa:3953
dr:D00370	hsa:2558
dr:D08481	hsa:55879
dr:D04074	hsa:56413
dr:D01641	hsa:2100
dr:D01207	hsa:496
dr:D09664	hsa:6714
dr:D00710	hsa:8912
dr:D05183	hsa:5644
dr:D08294	hsa:5140
dr:D02771	hsa:2560
dr:D03415	hsa:146
dr:D08220	hsa:146
dr:D05744	hsa:5141
dr:D10072	hsa:6532
dr:D04681	hsa:4129
dr:D08195	hsa:4988
dr:D05028	hsa:2558
dr:D03328	hsa:4881
dr:D10014	hsa:6531
dr:D08419	hsa:1132
dr:D08679	hsa:84617
dr:D02725	hsa:5732
dr:D09920	hsa:5979
dr:D00335	hsa:6833
dr:D05785	hsa:5579
dr:D00602	hsa:155
dr:D00843	hsa:4988
dr:D00485	hsa:148
dr:D09819	hsa:1813
dr:D05599	hsa:2798
dr:D01220	hsa:50940
dr:D09866	hsa:2149
dr:D00610	hsa:148
dr:D08639	hsa:1128
dr:D06304	hsa:347688
dr:D02034	hsa:151
dr:D00329	hsa:2561
dr:D06192	hsa:1131
dr:D07546	hsa:5150
dr:D06517	hsa:6336
dr:D02385	hsa:10060
dr:D04028	hsa:30814
dr:D09886	hsa:1816
dr:D03845	hsa:760
dr:D04882	hsa:2555
dr:D01253	hsa:2556
dr:D00898	hsa:2100
dr:D00357	hsa:185
dr:D00694	hsa:2564
dr:D07579	hsa:5743
dr:D04308	hsa:2905
dr:D05217	hsa:4988
dr:D01630	hsa:27115
dr:D10372	hsa:1021
dr:D00485	hsa:151
dr:D00711	hsa:2906
dr:D04741	hsa:56479
dr:D03878	hsa:2904
dr:D00575	hsa:2100
dr:D09010	hsa:51107
dr:D01860	hsa:1813
dr:D00693	hsa:2564
dr:D01007	hsa:1133
dr:D06272	hsa:2324
dr:D08384	hsa:1132
dr:D00642	hsa:6328
dr:D07886	hsa:779
dr:D00738	hsa:6326
dr:D06307	hsa:347733
dr:D03267	hsa:2798
dr:D01771	hsa:5138
dr:D07804	hsa:1132
dr:D07931	hsa:152
dr:D01238	hsa:5139
dr:D01737	hsa:367
dr:D01071	hsa:2563
dr:D06103	hsa:8622
dr:D09780	hsa:1803
dr:D03737	hsa:2564
dr:D02238	hsa:4988
dr:D04657	hsa:775
dr:D08907	hsa:2263
dr:D02719	hsa:5737
dr:D02017	hsa:5153
dr:D02069	hsa:1132
dr:D09779	hsa:2548
dr:D08448	hsa:6323
dr:D07962	hsa:6331
dr:D08422	hsa:6331
dr:D09910	hsa:332
dr:D08004	hsa:3818
dr:D07273	hsa:1146
dr:D06106	hsa:2562
dr:D07890	hsa:3269
dr:D09678	hsa:10135
dr:D08323	hsa:4988
dr:D02624	hsa:2563
dr:D07817	hsa:5742
dr:D03942	hsa:200895
dr:D08340	hsa:126129
dr:D08556	hsa:5532
dr:D00537	hsa:763
dr:D00283	hsa:152
dr:D00563	hsa:9177
dr:D02404	hsa:154
dr:D05893	hsa:231
dr:D00631	hsa:480
dr:D08356	hsa:2567
dr:D07879	hsa:5144
dr:D00550	hsa:2554
dr:D02599	hsa:1131
dr:D01987	hsa:1132
dr:D00280	hsa:2566
dr:D03711	hsa:1131
dr:D05418	hsa:1133
dr:D00701	hsa:2568
dr:D00457	hsa:2559
dr:D02906	hsa:6331
dr:D05418	hsa:1129
dr:D10319	hsa:9759
dr:D01972	hsa:482
dr:D07823	hsa:1128
dr:D09587	hsa:10382
dr:D01279	hsa:2556
dr:D03914	hsa:779
dr:D04849	hsa:79054
dr:D02976	hsa:155
dr:D03914	hsa:3760
dr:D01972	hsa:23439
dr:D08104	hsa:5743
dr:D06146	hsa:2904
dr:D08257	hsa:3358
dr:D00640	hsa:11280
dr:D00617	hsa:775
dr:D02771	hsa:2566
dr:D00639	hsa:6335
dr:D10073	hsa:10382
dr:D02729	hsa:43
dr:D09587	hsa:347688
dr:D01408	hsa:2556
dr:D04257	hsa:2565
dr:D00058	hsa:2550
dr:D00767	hsa:1145
dr:D00640	hsa:6334
dr:D00756	hsa:146
dr:D10403	hsa:4986
dr:D10677	hsa:846
dr:D00234	hsa:3269
dr:D10073	hsa:347733
dr:D01740	hsa:2554
dr:D00718	hsa:5141
dr:D05395	hsa:148
dr:D04644	hsa:2798
dr:D01794	hsa:154
dr:D00112	hsa:483
dr:D00370	hsa:2556
dr:D01639	hsa:2100
dr:D09666	hsa:5605
dr:D10557	hsa:255738
dr:D00639	hsa:6334
dr:D07971	hsa:8913
dr:D00814	hsa:6532
dr:D00283	hsa:200909
dr:D00387	hsa:2560
dr:D09215	hsa:6335
dr:D00124	hsa:153
dr:D08207	hsa:148
dr:D09677	hsa:79001
dr:D02780	hsa:2903
dr:D07759	hsa:1133
dr:D04192	hsa:3786
dr:D05480	hsa:5535
dr:D08297	hsa:3357
dr:D00500	hsa:2554
dr:D07409	hsa:2561
dr:D00293	hsa:2568
dr:D07538	hsa:1909
dr:D00284	hsa:4160
dr:D08503	hsa:5159
dr:D01871	hsa:1129
dr:D00681	hsa:3350
dr:D03746	hsa:2903
dr:D01310	hsa:2564
dr:D10593	hsa:112399
dr:D04257	hsa:2563
dr:D00577	hsa:2099
dr:D00617	hsa:778
dr:D04728	hsa:2904
dr:D10155	hsa:5347
dr:D00225	hsa:55879
dr:D09015	hsa:2692
dr:D08283	hsa:2560
dr:D00225	hsa:2565
dr:D09842	hsa:154
dr:D09572	hsa:2983
dr:D06308	hsa:347688
dr:D07827	hsa:2908
dr:D00706	hsa:2567
dr:D06306	hsa:81027
dr:D00430	hsa:2568
dr:D00551	hsa:6336
dr:D02364	hsa:1139
dr:D08449	hsa:154
dr:D08368	hsa:151
dr:D01240	hsa:477
dr:D02197	hsa:84617
dr:D08435	hsa:11280
dr:D01224	hsa:148
dr:D07175	hsa:285242
dr:D00700	hsa:2559
dr:D07678	hsa:6329
dr:D01657	hsa:2567
dr:D07089	hsa:5153
dr:D01254	hsa:2563
dr:D01657	hsa:2558
dr:D00507	hsa:148
dr:D01254	hsa:2554
dr:D04636	hsa:5915
dr:D02248	hsa:151
dr:D07556	hsa:478
dr:D00741	hsa:6335
dr:D02204	hsa:1138
dr:D09869	hsa:23385
dr:D09881	hsa:64816
dr:D01514	hsa:2557
dr:D03110	hsa:6532
dr:D07797	hsa:2908
dr:D00835	hsa:4988
dr:D00499	hsa:2567
dr:D06503	hsa:1719
dr:D05502	hsa:6916
dr:D03100	hsa:2904
dr:D07871	hsa:759
dr:D06007	hsa:6530
dr:D02815	hsa:6256
dr:D00549	hsa:2555
dr:D03287	hsa:799
dr:D00531	hsa:2560
dr:D08686	hsa:774
dr:D01455	hsa:6336
dr:D04048	hsa:11280
dr:D02593	hsa:495
dr:D03203	hsa:942
dr:D09402	hsa:1129
dr:D06618	hsa:4988
dr:D01377	hsa:1131
dr:D00454	hsa:3362
dr:D02034	hsa:146
dr:D06175	hsa:1128
dr:D10481	hsa:3791
dr:D01740	hsa:2556
dr:D00184	hsa:11261
dr:D05183	hsa:1504
dr:D00997	hsa:147
dr:D00227	hsa:5137
dr:D05036	hsa:3563
dr:D01021	hsa:147
dr:D05375	hsa:6532
dr:D05714	hsa:2906
